b: {FlightNum: int,Origin: chararray,Dest: chararray,Diverted: int}
(7808,SJC,LAX,1)
(2944,PHX,EUG,1)
(2796,LAS,SMF,1)
(2884,PHX,IAH,1)
(2885,PHX,IAH,1)
(5689,MHT,CVG,1)
(5543,LGA,CVG,1)
(5391,CVG,SGF,1)
(5262,BNA,JFK,1)
(5326,OKC,CVG,1)
(5145,MHT,ATL,1)
(5455,CVG,CID,1)
(5573,DTW,JFK,1)
(5630,CVG,CID,1)
(5390,CVG,HPN,1)
(4983,JFK,DCA,1)
(6629,DEN,LAX,1)
(5512,OXR,ONT,1)
(5889,ORD,SDF,1)
(3886,SLC,RDM,1)
(5478,SFO,RDD,1)
(5532,LAX,SMF,1)
(5557,SFO,LAX,1)
(5560,SFO,LAX,1)
(6469,SLC,ONT,1)
(6489,RNO,ONT,1)
(6507,OAK,BFL,1)
(6528,PHX,PSP,1)
(3799,SLC,BZN,1)
(4058,SLC,SDF,1)
(5496,SFO,SMX,1)
(5785,SFO,MFR,1)
(5746,LAX,SAN,1)
(6752,ORD,ALB,1)
(6709,DEN,SFO,1)
(5527,FAT,MRY,1)
(6376,SFO,LAX,1)
(2702,RDU,GRB,1)
(3748,SLC,SBP,1)
(3793,SLC,ONT,1)
(3796,SLC,HLN,1)
(5509,LAX,SFO,1)
(5549,SFO,LAX,1)
(6611,DEN,IDA,1)
(6639,DEN,BIL,1)
(6048,CHS,MKE,1)
(6749,RAP,COS,1)
(5908,SFO,PDX,1)
(54,KOA,SFO,1)
(54,KOA,SFO,1)
(291,IAD,SMF,1)
(403,DEN,SNA,1)
(627,DCA,ORD,1)
(668,ORD,LGA,1)
(816,LAX,SFO,1)
(855,LAX,ORD,1)
(258,PHX,PHL,1)
(1403,PHL,BNA,1)
(1167,CLT,SFO,1)
(1724,DCA,BDL,1)
(1176,DFW,CLT,1)
(859,MCO,DCA,1)
(658,SFO,PHL,1)
(887,PHL,LAS,1)
(883,BOS,LAS,1)
(1161,BOS,PHX,1)
(647,PHX,ONT,1)
(1511,PHX,SAN,1)
(545,PNS,ATL,1)
(1064,ATL,IAH,1)
(954,LAS,FLL,1)
(875,IND,ATL,1)
(25,ATL,DCA,1)
(1469,SMF,ATL,1)
(402,LAX,JFK,1)
(4341,ATL,FNT,1)
(4417,EYW,ATL,1)
(4456,XNA,ATL,1)
(4542,MFE,ATL,1)
(4581,ATL,HOU,1)
(4669,BOS,DCA,1)
(4715,ATL,PFN,1)
(4911,SBN,ATL,1)
(4919,CVG,CRW,1)
(262,DEN,SNA,1)
(685,DEN,SAT,1)
(927,ATL,JAX,1)
(662,ATL,PBI,1)
(65,IAD,ATL,1)
(177,ATL,RSW,1)
(619,ATL,MCI,1)
(52,SFO,ATL,1)
(433,MCI,ATL,1)
(21,MDW,ATL,1)
(584,ATL,SWF,1)
(176,ATL,DCA,1)
(669,MCO,HPN,1)
(663,PBI,HPN,1)
(659,PBI,HPN,1)
(597,PBI,SWF,1)
(3631,DFW,LEX,1)
(4158,TYS,ORD,1)
(4161,ORD,BDL,1)
(4161,ORD,BDL,1)
(4175,ORD,DSM,1)
(4394,ORD,CID,1)
(4414,ORD,HPN,1)
(4727,RDU,LGA,1)
(4789,LGA,DCA,1)
(232,DTW,DCA,1)
(259,DTW,PHX,1)
(276,DTW,DCA,1)
(458,MSP,MEM,1)
(780,LAS,MSP,1)
(962,ORD,MEM,1)
(1273,MSP,BZN,1)
(1714,MSP,DCA,1)
(4749,HLN,MSP,1)
(4779,IND,LGA,1)
(5778,TYS,MEM,1)
(4749,HLN,MSP,1)
(2998,DTW,RST,1)
(4749,HLN,MSP,1)
(5790,CLE,MEM,1)
(4767,IND,BDL,1)
(4794,IND,PHL,1)
(2851,DSM,LGA,1)
(2993,DTW,BGM,1)
(323,CLT,DFW,1)
(387,STL,SAN,1)
(631,PHL,DFW,1)
(634,LAX,ORD,1)
(773,RSW,ORD,1)
(1022,DFW,EWR,1)
(1102,DFW,DCA,1)
(1152,MSP,LGA,1)
(1160,SEA,STL,1)
(1212,SEA,DFW,1)
(1697,MCO,ORD,1)
(1747,DFW,SNA,1)
(1756,ATL,LGA,1)
(2042,DFW,FLL,1)
(488,HNL,SNA,1)
(489,SNA,HNL,1)
(67,SIT,JNU,1)
(62,JNU,SIT,1)
(62,ANC,JNU,1)
(62,SIT,KTN,1)
(62,ANC,JNU,1)
(65,PSG,JNU,1)
(64,ANC,JNU,1)
(67,SIT,JNU,1)
(61,SEA,JNU,1)
(2,ANC,SEA,1)
(146,BRW,FAI,1)
(536,SEA,SAN,1)
(351,JFK,BUR,1)
(165,JFK,PDX,1)
(351,JFK,BUR,1)
(359,JFK,ONT,1)
(1604,JFK,PWM,1)
(647,JFK,SFO,1)
(173,JFK,SJC,1)
(171,JFK,SMF,1)
(195,JFK,LAS,1)
(641,JFK,SFO,1)
(1436,IAH,SFO,1)
(177,PHL,IAH,1)
(315,BQN,EWR,1)
(1766,SEA,IAH,1)
(356,LAS,EWR,1)
(1129,BOS,EWR,1)
(336,EWR,PSE,1)
(1459,IAH,SNA,1)
(1866,IAD,IAH,1)
(1516,ORD,IAH,1)
(329,BDL,IAH,1)
(1885,IAH,BTR,1)
(1712,SJU,IAH,1)
(51,EWR,IAH,1)
(502,ORD,IAH,1)
(332,IAH,LGA,1)
(844,RDU,EWR,1)
(1111,EWR,DCA,1)
(80,MIA,JFK,1)
(1888,MCO,LGA,1)
(887,BDL,ATL,1)
(977,SLC,SAN,1)
(974,STL,BWI,1)
(469,LAX,SFO,1)
(1320,SAN,SMF,1)
(1828,MDW,BUF,1)
(588,OAK,SAN,1)
(2380,BNA,SEA,1)
(1230,HOU,OKC,1)
(3757,LIT,STL,1)
(2553,BWI,OKC,1)
(1230,HOU,OKC,1)
(1916,HOU,OKC,1)
(308,HOU,TUL,1)
(1685,HOU,TUL,1)
(3915,HOU,TUL,1)
(132,MCI,TUL,1)
(407,MCI,TUL,1)
(2900,MCI,TUL,1)
(290,ABQ,MCI,1)
(37,AMA,DAL,1)
(55,AMA,DAL,1)
(2702,BWI,MDW,1)
(1679,STL,DAL,1)
(1690,TPA,MDW,1)
(1609,DEN,OKC,1)
(48,FLL,BNA,1)
(3068,LAS,MCI,1)
(2452,PHX,PVD,1)
(3141,BWI,SLC,1)
(1852,MCO,MDW,1)
(78,OAK,HOU,1)
(918,OMA,MDW,1)
(3662,SAN,MDW,1)
(106,SFO,MDW,1)
(545,SFO,MDW,1)
(967,FLL,PHL,1)
(748,MCI,MDW,1)
(2366,MCO,CLE,1)
(1023,MCO,DTW,1)
(554,LAX,SLC,1)
(1189,MDW,MCO,1)
(1214,SEA,SLC,1)
(3481,ELP,ABQ,1)
(2284,MCO,ABQ,1)
(1837,ISP,MDW,1)
(534,JAN,BWI,1)
(1018,LAS,BDL,1)
(2186,PDX,LAS,1)
(1508,PHX,HOU,1)
(1479,LAS,SNA,1)
(1567,AUS,MDW,1)
(3676,BNA,MDW,1)
(3846,BNA,MDW,1)
(49,DTW,MDW,1)
(640,DTW,MDW,1)
(562,MCO,MDW,1)
(658,MCO,MDW,1)
(693,RDU,MDW,1)
(117,ONT,COS,1)
(222,TUL,SMF,1)
(254,TUS,RNO,1)
(254,TUS,RNO,1)
(2041,IAH,MKE,1)
(2088,EWR,PWM,1)
(2289,EWR,CLT,1)
(2319,EWR,MHT,1)
(2328,CLE,MKE,1)
(2343,CLT,IAH,1)
(2352,EWR,OMA,1)
(2360,EWR,DTW,1)
(2395,JAN,IAH,1)
(2433,IAH,CRW,1)
(2444,CLE,DFW,1)
(2468,MCI,CLE,1)
(2505,IAD,IAH,1)
(2568,IAH,DSM,1)
(2568,IAH,DSM,1)
(2570,IAH,DAL,1)
(2609,EWR,MKE,1)
(2656,IAH,MKE,1)
(2656,IAH,MKE,1)
(2656,IAH,MKE,1)
(2676,EWR,TYS,1)
(2860,MKE,IAH,1)
(2881,IAH,BNA,1)
(3016,MOB,IAH,1)
(3105,BNA,CLE,1)
(3114,CAE,EWR,1)
(3139,CLE,DFW,1)
(3139,CLE,DFW,1)
(7428,CHS,ORD,1)
(7240,IAD,SYR,1)
(7482,IAD,OKC,1)
(7463,ORD,OKC,1)
(2647,CLT,DFW,1)
(7066,DEN,COD,1)
(7371,LGA,IAD,1)
(1691,DTW,MKE,1)
(1695,RDU,DTW,1)
(1754,MCI,DTW,1)
(5266,RIC,LGA,1)
(5282,CVG,SAV,1)
(5220,STL,JFK,1)
(5643,BOS,CMH,1)
(5106,RDU,BOS,1)
(5117,CHS,BOS,1)
(5408,BWI,BOS,1)
(5335,ATL,SYR,1)
(5492,JFK,ORD,1)
(5203,JFK,AUS,1)
(1980,ATL,DTW,1)
(1999,ATL,PIT,1)
(2502,MSP,MCI,1)
(2702,RDU,GRR,1)
(4057,PIT,DEN,1)
(5838,ELP,COS,1)
(5448,SBP,SJC,1)
(5799,MFR,RDM,1)
(5480,SFO,MFR,1)
(2582,PIT,GRR,1)
(2652,CMH,MSN,1)
(2700,RDU,MSN,1)
(2878,MKE,BDL,1)
(2889,EWR,MSN,1)
(3886,SLC,PDX,1)
(2911,MCI,DEN,1)
(3696,SLC,PIH,1)
(5807,ORD,DEN,1)
(5852,ORD,DEN,1)
(5857,DEN,GJT,1)
(6388,SFO,PIH,1)
(6603,SGF,MCI,1)
(6620,DEN,GJT,1)
(4003,SLC,GJT,1)
(6099,DEN,GJT,1)
(3691,SUN,TWF,1)
(3693,SUN,TWF,1)
(2889,EWR,MSP,1)
(5833,OKC,ABQ,1)
(2761,CLT,MSP,1)
(5966,ORD,MLI,1)
(6630,DEN,ORD,1)
(3707,SGU,PIH,1)
(5861,ORD,GJT,1)
(4003,SLC,GJT,1)
(6016,ORD,SYR,1)
(5590,SFO,LAX,1)
(5710,LAS,SFO,1)
(5953,DEN,BOI,1)
(4003,SLC,GJT,1)
(4080,SLC,GJT,1)
(6371,ORD,DEN,1)
(6607,MEM,GJT,1)
(6710,LAX,GJT,1)
(6718,XNA,COS,1)
(6434,LAX,TUS,1)
(6710,LAX,GJT,1)
(5822,DEN,FWA,1)
(6417,ORD,DEN,1)
(6818,SFO,DEN,1)
(110,LAX,ORD,1)
(148,SAN,ORD,1)
(240,SJC,IAD,1)
(312,IAD,BDL,1)
(368,DEN,FSD,1)
(390,DEN,ICT,1)
(393,GSO,ORD,1)
(395,IAD,ORD,1)
(436,SNA,ORD,1)
(683,LGA,ORD,1)
(710,SFO,RNO,1)
(711,BOS,DEN,1)
(754,SEA,ORD,1)
(779,BOS,DEN,1)
(789,DAY,ORD,1)
(790,SFO,ATL,1)
(908,DEN,ORD,1)
(943,ORD,LAX,1)
(1178,SMF,DEN,1)
(1210,SAN,ORD,1)
(1539,MCO,ORD,1)
(873,DCA,LAS,1)
(1110,DCA,SYR,1)
(128,PHX,MKE,1)
(1161,BOS,PHX,1)
(735,PHL,LAX,1)
(140,PHX,ANC,1)
(531,FLL,LAS,1)
(220,PHX,BOS,1)
(141,LAS,ANC,1)
(1024,SJU,PHL,1)
(1159,ALB,DCA,1)
(1575,BDL,DCA,1)
(986,FLL,DCA,1)
(285,DTW,PHX,1)
(1601,PHL,TPA,1)
(159,PHX,LIH,1)
(1897,PIT,CLT,1)
(1871,PVD,CLT,1)
(883,BOS,LAS,1)
(1575,DCA,JAX,1)
(648,LAS,CMH,1)
(1421,PHL,LAX,1)
(1220,FLL,MDW,1)
(1916,MCI,MDW,1)
(1852,MCO,MDW,1)
(164,MDW,LAS,1)
(1951,MDW,MHT,1)
(44,HRL,HOU,1)
(940,MCO,PVD,1)
(482,CVG,BDL,1)
(1745,ATL,MCI,1)
(1848,ATL,STL,1)
(1661,ATL,EGE,1)
(1054,ATL,RDU,1)
(49,CVG,SLC,1)
(819,ATL,TUS,1)
(1075,PHL,ATL,1)
(1502,SAT,ATL,1)
(1865,ATL,SRQ,1)
(1661,ATL,EGE,1)
(1263,JFK,ATL,1)
(1267,MSP,ATL,1)
(4199,ATL,ROA,1)
(4217,ATL,MEI,1)
(4263,DCA,JAN,1)
(4270,ATL,PVD,1)
(4285,ATL,DHN,1)
(4378,ATL,CHO,1)
(4379,ATL,DAB,1)
(4388,MSN,ATL,1)
(4519,ATL,DSM,1)
(4585,ATL,LFT,1)
(4586,ATL,GRR,1)
(4589,ATL,JAN,1)
(4715,ATL,PFN,1)
(4772,ATL,CAK,1)
(4788,ATL,ALB,1)
(4807,ATL,VPS,1)
(4807,ATL,VPS,1)
(4848,ATL,ABE,1)
(4907,GRR,ATL,1)
(4911,ATL,OMA,1)
(4916,CVG,MHT,1)
(4917,ATL,VPS,1)
(510,DEN,LGA,1)
(32,ATL,MDW,1)
(440,ATL,MKE,1)
(176,ATL,DCA,1)
(690,BWI,SRQ,1)
(676,MCO,MKE,1)
(339,ATL,PHL,1)
(866,BOS,RSW,1)
(836,MCO,MDW,1)
(222,PHF,BOS,1)
(547,ATL,BMI,1)
(564,ATL,BMI,1)
(338,ATL,MLI,1)
(674,MCO,MKE,1)
(176,ATL,DCA,1)
(660,HPN,PBI,1)
(714,DTW,SRQ,1)
(730,LAS,MLI,1)
(557,BUF,ATL,1)
(290,HOU,ATL,1)
(3177,SJC,SAN,1)
(3236,LAW,DFW,1)
(3275,DFW,LAW,1)
(3372,CID,DFW,1)
(3382,SGF,DFW,1)
(3477,DFW,AMA,1)
(3533,DFW,LIT,1)
(3550,GSP,DFW,1)
(3579,DFW,CID,1)
(3587,DFW,OKC,1)
(3709,DFW,MKE,1)
(3710,SAV,DFW,1)
(3711,DFW,DSM,1)
(3733,DFW,GPT,1)
(3742,SHV,DFW,1)
(3815,DFW,SAV,1)
(3865,DFW,SYR,1)
(3906,ORD,SYR,1)
(3913,ORD,XNA,1)
(3914,ICT,ORD,1)
(3962,ORD,LIT,1)
(3990,ORD,MQT,1)
(3993,ORD,RST,1)
(4018,ORD,ROC,1)
(4018,ORD,ROC,1)
(4115,DSM,ORD,1)
(4168,XNA,ORD,1)
(4270,ORD,BTR,1)
(4270,ORD,BTR,1)
(4321,ORD,CMH,1)
(4322,CMH,ORD,1)
(4358,ORD,TOL,1)
(4390,RST,ORD,1)
(4431,HPN,ORD,1)
(4457,ORD,CLT,1)
(4474,JAX,ORD,1)
(4502,ORD,AZO,1)
(4513,SHV,ORD,1)
(4590,DCA,BNA,1)
(4668,JFK,BOS,1)
(4812,LGA,CVG,1)
(149,SNA,MSP,1)
(634,MEM,LGA,1)
(636,IND,FLL,1)
(645,RSW,MSP,1)
(653,ORD,DTW,1)
(681,PHL,MSP,1)
(703,DTW,DFW,1)
(778,MSP,LGA,1)
(835,ROC,DTW,1)
(837,ROC,DTW,1)
(1156,IAH,MSP,1)
(1236,ORD,DTW,1)
(1427,ATL,MSP,1)
(1428,MSP,ATL,1)
(1430,MOT,MSP,1)
(1449,ORF,DTW,1)
(1638,MSP,EGE,1)
(1638,MSP,EGE,1)
(1638,MSP,EGE,1)
(1640,MEM,DCA,1)
(4752,MSP,HPN,1)
(3714,RIC,DTW,1)
(5889,DTW,ERI,1)
(2869,DTW,DLH,1)
(4749,HLN,MSP,1)
(4792,IND,DCA,1)
(5792,MEM,DSM,1)
(5725,MEM,PNS,1)
(2895,MSP,DAY,1)
(4789,DCA,IND,1)
(3770,DTW,CAK,1)
(2945,DTW,HPN,1)
(5843,DTW,ELM,1)
(2943,DTW,HPN,1)
(4790,IND,DCA,1)
(2988,DAY,DTW,1)
(2935,DTW,BDL,1)
(5716,MEM,RDU,1)
(5663,MSP,DAY,1)
(5871,DTW,OMA,1)
(4745,MSP,SGF,1)
(4762,MSP,SLC,1)
(4739,MSP,AZO,1)
(5703,TLH,MEM,1)
(5948,BWI,MEM,1)
(4777,MSP,BZN,1)
(4749,HLN,MSP,1)
(2933,AVP,DTW,1)
(3729,CAE,DTW,1)
(5811,CMH,DTW,1)
(3720,MEM,DTW,1)
(5673,MSP,FSD,1)
(5861,PWM,DTW,1)
(2960,RIC,DTW,1)
(5849,ROA,DTW,1)
(2900,MSP,AVL,1)
(4717,MSP,GRR,1)
(3765,DTW,DSM,1)
(2990,DTW,RST,1)
(4749,HLN,MSP,1)
(17,JFK,SFO,1)
(25,BOS,LAX,1)
(160,SAN,JFK,1)
(231,LAX,MIA,1)
(311,IAD,DFW,1)
(352,BUR,DFW,1)
(352,BUR,DFW,1)
(352,BUR,DFW,1)
(352,BUR,DFW,1)
(352,BUR,DFW,1)
(352,BUR,DFW,1)
(354,ORD,LGA,1)
(412,STT,JFK,1)
(453,DFW,PDX,1)
(471,DFW,ICT,1)
(515,STL,DFW,1)
(708,DFW,LGA,1)
(721,LGA,DFW,1)
(828,BUR,DFW,1)
(828,BUR,DFW,1)
(828,BUR,DFW,1)
(828,DFW,MSP,1)
(1060,SAN,STL,1)
(1061,DTW,DFW,1)
(1153,ICT,DFW,1)
(1260,LAX,FLL,1)
(1272,SFO,DFW,1)
(1361,DFW,COS,1)
(1388,IAH,ORD,1)
(1503,ORD,RSW,1)
(1603,LGA,STL,1)
(1610,BUR,DFW,1)
(1710,DFW,IAD,1)
(1830,MIA,LAS,1)
(1874,BUR,DFW,1)
(1874,BUR,DFW,1)
(1874,BUR,DFW,1)
(1882,DFW,BOS,1)
(2058,DFW,SJU,1)
(2058,DFW,SJU,1)
(2079,ORD,SAN,1)
(2098,ORD,BOS,1)
(2205,DFW,EGE,1)
(2209,DFW,EGE,1)
(2209,DFW,EGE,1)
(2229,DFW,HDN,1)
(2229,DFW,HDN,1)
(2376,DFW,ORD,1)
(481,RNO,SNA,1)
(61,JNU,YAK,1)
(66,ANC,CDV,1)
(721,PHX,SEA,1)
(64,JNU,PSG,1)
(65,WRG,PSG,1)
(64,JNU,PSG,1)
(67,SEA,KTN,1)
(69,SEA,KTN,1)
(66,YAK,JNU,1)
(801,BOS,PDX,1)
(95,SEA,ANC,1)
(561,BUR,SEA,1)
(439,BUR,PDX,1)
(231,LAX,SEA,1)
(500,PDX,SNA,1)
(372,FLL,LGA,1)
(105,JFK,TUS,1)
(91,JFK,OAK,1)
(1099,JFK,CMH,1)
(481,BOS,LGB,1)
(363,LGA,PBI,1)
(350,BUR,JFK,1)
(352,BUR,JFK,1)
(354,BUR,JFK,1)
(759,BOS,SJU,1)
(647,JFK,SFO,1)
(648,SFO,JFK,1)
(489,BOS,LGB,1)
(173,JFK,SJC,1)
(553,EWR,RSW,1)
(661,SAT,EWR,1)
(17,EWR,LAX,1)
(387,EWR,SNA,1)
(730,IAH,JFK,1)
(619,TPA,EWR,1)
(1653,IAH,HDN,1)
(1846,SEA,IAH,1)
(1480,IAH,EGE,1)
(327,SAN,EWR,1)
(1858,EWR,EGE,1)
(251,AUS,EWR,1)
(1196,EWR,MDW,1)
(1626,EWR,SAN,1)
(2,HNL,IAH,1)
(1805,LAX,CLE,1)
(339,MIA,EWR,1)
(15,EWR,HNL,1)
(689,DTW,IAH,1)
(1526,ATL,ROC,1)
(1872,TPA,BOS,1)
(509,ATL,SLC,1)
(1104,SAN,SLC,1)
(127,JFK,SAN,1)
(1842,PBI,LGA,1)
(599,ATL,OKC,1)
(408,LAX,JFK,1)
(670,ATL,BOS,1)
(1069,SAN,SMF,1)
(2092,SFO,SAN,1)
(2011,HOU,OAK,1)
(624,LAS,SMF,1)
(156,LAS,ORF,1)
(185,LAS,RNO,1)
(2360,LAX,RNO,1)
(1276,MDW,RNO,1)
(151,MDW,SLC,1)
(3939,OAK,LAX,1)
(1394,IAD,MDW,1)
(154,MCI,MDW,1)
(2729,ORF,MDW,1)
(166,RDU,MDW,1)
(3510,SAN,MDW,1)
(2208,LAX,MCI,1)
(4,MCI,IND,1)
(734,BUR,SMF,1)
(375,MDW,SAN,1)
(359,PHX,SAN,1)
(3839,PHX,SAN,1)
(151,SMF,SAN,1)
(42,ISP,MCO,1)
(2101,ISP,PBI,1)
(1439,MDW,MCO,1)
(2730,OKC,BWI,1)
(53,HOU,CRP,1)
(33,HOU,HRL,1)
(1577,MCO,MDW,1)
(3069,PHX,MDW,1)
(1424,MDW,SAN,1)
(367,PHX,TUL,1)
(2002,AUS,MAF,1)
(89,MDW,LAS,1)
(717,SMF,BUR,1)
(684,AUS,HRL,1)
(2803,TPA,ISP,1)
(1481,MDW,SFO,1)
(1234,BOI,GEG,1)
(890,BOI,RNO,1)
(3334,LAS,RNO,1)
(1146,LAS,SLC,1)
(904,LAX,SLC,1)
(712,CLE,MDW,1)
(2797,CMH,MDW,1)
(186,DAL,MCI,1)
(1250,HOU,MDW,1)
(209,PIT,MDW,1)
(720,LAX,ABQ,1)
(2988,PVD,PHL,1)
(966,BDL,MDW,1)
(733,CMH,MDW,1)
(2633,CMH,MDW,1)
(1198,DAL,AMA,1)
(1924,ELP,HOU,1)
(272,FLL,HOU,1)
(967,MDW,STL,1)
(214,PDX,MDW,1)
(3394,PHX,MDW,1)
(28,STL,MDW,1)
(1330,STL,MDW,1)
(254,TUS,ONT,1)
(321,SAT,TUL,1)
(321,TUL,OKC,1)
(61,ABQ,TUS,1)
(61,OMA,ABQ,1)
(2192,CVG,IAH,1)
(3029,IAH,SLC,1)
(2385,IAH,BRO,1)
(2222,IAH,VPS,1)
(2380,IAH,AVL,1)
(3056,IAH,IAD,1)
(2500,LEX,EWR,1)
(2823,SYR,EWR,1)
(2033,CLE,MKE,1)
(2343,CLT,IAH,1)
(2558,EWR,OMA,1)
(3130,SLC,IAH,1)
(2270,MLU,IAH,1)
(2890,IAH,GPT,1)
(2586,IAH,IND,1)
(2442,IAH,RDU,1)
(2862,MKE,IAH,1)
(3125,IAD,IAH,1)
(2743,CLE,CLT,1)
(3112,CLE,DFW,1)
(2436,CLE,ALB,1)
(2380,IAH,AVL,1)
(2760,IAH,HRL,1)
(2734,PHX,LGB,1)
(2739,PHX,LGB,1)
(2769,PHX,MRY,1)
(2748,PHX,SBP,1)
(2631,DTW,CLT,1)
(2629,JFK,CLT,1)
(2621,MDT,CLT,1)
(7250,IAD,ROA,1)
(2709,PHX,FAT,1)
(2903,PHX,GJT,1)
(2903,PHX,GJT,1)
(2953,PHX,TEX,1)
(2607,CLE,CLT,1)
(2631,DTW,CLT,1)
(2629,JFK,CLT,1)
(2604,SDF,CLT,1)
(2892,LAS,AUS,1)
(7236,ORD,SAV,1)
(2946,PHX,MEM,1)
(2601,CLT,IAH,1)
(5359,LEX,LGA,1)
(5388,PBI,CVG,1)
(5516,RIC,CVG,1)
(5377,RDU,CVG,1)
(5584,JAX,LGA,1)
(5404,BWI,BOS,1)
(5203,JFK,AUS,1)
(6400,EUG,FAT,1)
(6780,LAX,FAT,1)
(3682,SLC,TWF,1)
(3698,SLC,TWF,1)
(3766,SLE,TWF,1)
(3813,ONT,GJT,1)
(3814,LWS,BOI,1)
(3856,BIL,PIH,1)
(3863,RDM,IDA,1)
(3999,BIL,PIH,1)
(4004,SLC,GJT,1)
(4008,SLC,IDA,1)
(4124,SFO,TWF,1)
(6371,ORD,GJT,1)
(6417,ORD,GJT,1)
(6335,SFO,EUG,1)
(6503,EUG,MFR,1)
(6662,DEN,MKE,1)
(1999,MEM,BHM,1)
(5861,ORD,DEN,1)
(2704,RDU,GRB,1)
(2763,CLT,ATW,1)
(2875,EWR,GRB,1)
(5885,DEN,HLN,1)
(6016,ORD,SYR,1)
(6371,ORD,DEN,1)
(5465,LAX,SBP,1)
(6752,ORD,AVP,1)
(3798,SLC,HLN,1)
(5861,ORD,DEN,1)
(2802,MKE,ABE,1)
(6274,ORD,ABE,1)
(6620,DEN,GJT,1)
(5861,ORD,GJT,1)
(5878,ASE,MSN,1)
(3685,SLC,TWF,1)
(3694,SLC,TWF,1)
(6099,ORD,SLC,1)
(3714,EKO,TWF,1)
(3730,SGU,PIH,1)
(3872,FAT,TWF,1)
(3903,FCA,IDA,1)
(4033,RNO,PIH,1)
(4082,JAC,IDA,1)
(5561,SFO,LAX,1)
(5702,SJC,SMX,1)
(6621,HPN,PIT,1)
(6488,LAX,SMF,1)
(6541,BIS,RAP,1)
(6677,SFO,ONT,1)
(3798,PSP,TWF,1)
(3965,BOI,GJT,1)
(4035,SLC,GJT,1)
(5958,DEN,MTJ,1)
(4004,SLC,GJT,1)
(4031,SLC,GJT,1)
(4126,SLC,DFW,1)
(6371,ORD,DEN,1)
(5,JFK,SFO,1)
(36,OGG,SFO,1)
(53,JFK,LAX,1)
(54,KOA,SFO,1)
(76,HNL,SFO,1)
(351,ATL,SFO,1)
(357,BWI,ORD,1)
(442,SAN,ORD,1)
(524,ORD,BOS,1)
(593,DEN,SNA,1)
(593,DEN,SNA,1)
(614,SLC,ORD,1)
(635,ORD,SAN,1)
(639,DEN,SJC,1)
(645,ORD,SNA,1)
(690,SFO,ORD,1)
(802,DEN,RDU,1)
(893,JFK,SFO,1)
(1015,DEN,LIH,1)
(1053,DEN,KOA,1)
(1210,SEA,ORD,1)
(1454,ORD,TPA,1)
(1535,MCO,ORD,1)
(1535,MCO,ORD,1)
(855,DCA,ALB,1)
(1218,FLL,DCA,1)
(150,PHL,SAN,1)
(524,PHX,RNO,1)
(196,PHX,SAN,1)
(797,PHL,LAS,1)
(654,DTW,PHX,1)
(1583,PHL,CLT,1)
(587,PHX,GEG,1)
(870,LAS,BOS,1)
(1500,SAN,PHL,1)
(140,PHX,ANC,1)
(1724,TPA,DCA,1)
(987,PHL,MCO,1)
(1455,CLT,SFO,1)
(301,CLT,LAS,1)
(128,PHX,MKE,1)
(3365,MCO,ALB,1)
(33,DAL,HOU,1)
(438,SEA,ABQ,1)
(966,SLC,ATL,1)
(974,DEN,ATL,1)
(1047,SRQ,ATL,1)
(1063,PHF,ATL,1)
(1079,BWI,ATL,1)
(98,SAN,JFK,1)
(1208,SLC,DCA,1)
(1751,ATL,ORD,1)
(1590,AUS,ATL,1)
(1822,PBI,LGA,1)
(511,LGA,ATL,1)
(1511,ATL,RNO,1)
(669,BOS,ATL,1)
(1735,ATL,HDN,1)
(1811,ATL,ORD,1)
(4176,SAT,ATL,1)
(4206,ABE,ATL,1)
(4265,ATL,SCE,1)
(4310,ATL,ILM,1)
(4558,ATL,GRK,1)
(4559,MLI,ATL,1)
(4590,ATL,EYW,1)
(4612,ATL,LYH,1)
(4683,ISP,ATL,1)
(4735,ATL,HHH,1)
(4735,ATL,HHH,1)
(4812,ATL,SBN,1)
(4846,ATL,HPN,1)
(4857,CVG,JAN,1)
(4889,ATL,AVP,1)
(4900,ATL,BMI,1)
(4900,ATL,BMI,1)
(4901,ATL,EWN,1)
(4928,ATL,BGR,1)
(571,DEN,SLC,1)
(44,SFO,ATL,1)
(838,MCO,MDW,1)
(861,SRQ,MDW,1)
(651,ATL,HPN,1)
(368,ATL,LGA,1)
(444,MCI,MCO,1)
(1902,GPT,TPA,1)
(117,ATL,DFW,1)
(873,MCO,MSP,1)
(16,HNL,SAN,1)
(3011,LAX,FAT,1)
(3013,LAX,FAT,1)
(3134,SAN,SJC,1)
(3200,TYR,DFW,1)
(3238,LFT,DFW,1)
(3264,MLU,DFW,1)
(3338,TYR,DFW,1)
(3386,MSN,DFW,1)
(3423,DFW,CLE,1)
(3424,MOB,DFW,1)
(3440,SJT,DFW,1)
(3493,DFW,SBA,1)
(3494,SBA,DFW,1)
(3569,DFW,CRP,1)
(3570,CID,DFW,1)
(3570,CID,DFW,1)
(3626,CLE,DFW,1)
(3626,CLE,DFW,1)
(3683,DFW,MSN,1)
(3684,GRK,DFW,1)
(3694,FSM,DFW,1)
(3768,GSP,DFW,1)
(3778,TYS,DFW,1)
(3780,FWA,DFW,1)
(3786,GPT,DFW,1)
(3786,GPT,DFW,1)
(3830,PNS,DFW,1)
(3830,PNS,DFW,1)
(3833,DFW,PNS,1)
(3838,SAV,DFW,1)
(3838,SAV,DFW,1)
(3852,SGF,DFW,1)
