b: {FlightNum: int,Origin: chararray,Dest: chararray,Diverted: int}
(359,ATL,MCI,1)
(417,ATL,LAS,1)
(2044,PBI,LGA,1)
(4113,ATL,GNV,1)
(4236,FNT,ATL,1)
(4361,ATL,DSM,1)
(4456,ATL,ICT,1)
(4769,SLC,OKC,1)
(4770,SLC,MCI,1)
(4775,SLC,MCI,1)
(4785,JFK,ATL,1)
(573,DEN,SLC,1)
(627,DEN,DTW,1)
(146,DEN,IAH,1)
(337,PHL,ATL,1)
(456,DFW,BWI,1)
(301,ATL,DEN,1)
(533,ATL,MEM,1)
(834,MCO,ATL,1)
(372,ATL,LGA,1)
(870,MCO,MSP,1)
(752,PBI,PHL,1)
(509,ATL,MIA,1)
(304,DEN,ATL,1)
(376,ATL,LGA,1)
(512,BWI,FLL,1)
(974,PHF,LGA,1)
(632,ATL,MKE,1)
(301,ATL,DEN,1)
(440,DAY,BWI,1)
(784,MCO,PHL,1)
(794,MKE,PHX,1)
(490,PHX,DEN,1)
(152,PHX,STL,1)
(687,PHX,EWR,1)
(12,PHX,JFK,1)
(250,PHX,PHL,1)
(757,PHX,MSP,1)
(230,PHX,DTW,1)
(279,PDX,PHX,1)
(881,PHX,FLL,1)
(578,PHX,TPA,1)
(639,TPA,PHX,1)
(640,EWR,PHX,1)
(859,IAD,PHX,1)
(753,PHX,MSP,1)
(83,PHX,BWI,1)
(855,PHX,IAD,1)
(3446,GRR,DFW,1)
(3507,DFW,SHV,1)
(3523,DFW,CLE,1)
(3550,SJT,DFW,1)
(3733,DFW,AMA,1)
(3753,DFW,LBB,1)
(3831,DFW,PNS,1)
(4054,ORD,DSM,1)
(4090,ORD,OKC,1)
(4110,ORD,CMH,1)
(4112,IAD,ORD,1)
(4206,MEM,ORD,1)
(4262,CLT,MIA,1)
(4262,CLT,MIA,1)
(4276,OMA,ORD,1)
(4405,TYS,ORD,1)
(4576,BOS,RDU,1)
(4754,DCA,JFK,1)
(4795,DCA,LGA,1)
(4879,LGA,CMH,1)
(4898,CLT,LGA,1)
(120,SNA,MSP,1)
(131,ORD,MSP,1)
(212,SEA,DTW,1)
(241,FLL,DTW,1)
(242,DTW,FLL,1)
(242,DTW,FLL,1)
(242,DTW,FLL,1)
(251,FLL,DTW,1)
(387,DTW,ATL,1)
(422,DTW,MCO,1)
(422,DTW,MCO,1)
(422,DTW,MCO,1)
(426,DTW,MCO,1)
(426,DTW,MCO,1)
(428,LAX,DTW,1)
(452,MSP,MEM,1)
(454,MSP,MEM,1)
(468,DTW,DCA,1)
(499,IND,MSP,1)
(600,GRB,MSP,1)
(601,CLE,MSP,1)
(612,GEG,MSP,1)
(656,DTW,EWR,1)
(674,SLC,MSP,1)
(674,SLC,MSP,1)
(34,LAX,JFK,1)
(40,LAX,JFK,1)
(72,HNL,ORD,1)
(127,JFK,SAN,1)
(348,DEN,DFW,1)
(443,PHL,MIA,1)
(447,LGA,STL,1)
(489,LGA,MCI,1)
(496,SAN,STL,1)
(528,DFW,DTW,1)
(598,DFW,BHM,1)
(599,RDU,DFW,1)
(678,LAX,DEN,1)
(723,PHL,MIA,1)
(723,PHL,MIA,1)
(728,DFW,LGA,1)
(732,DFW,LGA,1)
(739,LGA,DFW,1)
(744,DFW,LGA,1)
(762,DFW,LGA,1)
(852,SEA,STL,1)
(921,EWR,MIA,1)
(921,EWR,MIA,1)
(923,LGA,MIA,1)
(1131,MCO,ORD,1)
(1135,DFW,SJC,1)
(1147,XNA,DFW,1)
(1157,DFW,SEA,1)
(1158,SAN,STL,1)
(1168,PDX,ORD,1)
(1173,FLL,ORD,1)
(1232,SEA,DFW,1)
(1250,SNA,DFW,1)
(1449,BOS,DFW,1)
(1450,ORD,EWR,1)
(1450,ORD,EWR,1)
(1450,ORD,EWR,1)
(1468,FLL,LGA,1)
(1495,ORD,PSP,1)
(1498,AUS,ORD,1)
(1516,DFW,PIT,1)
(1535,BOS,MIA,1)
(1535,BOS,MIA,1)
(1645,DFW,DEN,1)
(1836,PHX,ORD,1)
(1932,MSY,MIA,1)
(1968,SJU,MCO,1)
(1986,ORD,MIA,1)
(2046,DFW,MCI,1)
(2206,STL,TPA,1)
(2217,RIC,DFW,1)
(2282,SNA,STL,1)
(2424,ORD,MCO,1)
(2470,SNA,STL,1)
(2499,TPA,SJU,1)
(66,JNU,SEA,1)
(342,SEA,LGB,1)
(363,SFO,SEA,1)
(427,SMF,SEA,1)
(510,GEG,SEA,1)
(513,LAX,SEA,1)
(714,SEA,PHX,1)
(371,LGA,FLL,1)
(296,BUR,JFK,1)
(290,BUR,JFK,1)
(294,BUR,JFK,1)
(484,FLL,CLE,1)
(1832,IAH,LGA,1)
(1676,IAH,PHL,1)
(449,SFO,EWR,1)
(14,HNL,EWR,1)
(843,BOS,EWR,1)
(1188,ORD,EWR,1)
(1776,IAH,PHL,1)
(761,SAT,EWR,1)
(532,IAH,LGA,1)
(1620,IAH,ATL,1)
(688,IAH,DTW,1)
(769,LAS,EWR,1)
(682,IAH,BOS,1)
(1690,IAH,MIA,1)
(1719,TPA,EWR,1)
(44,MIA,EWR,1)
(1684,IAH,MCI,1)
(539,MIA,EWR,1)
(37,EWR,MCO,1)
(1803,LAX,EWR,1)
(217,MSY,EWR,1)
(1000,FLL,EWR,1)
(639,MIA,EWR,1)
(1819,TPA,EWR,1)
(1477,RSW,EWR,1)
(1648,IAH,FLL,1)
(40,IAH,EWR,1)
(855,BOS,EWR,1)
(41,IAD,PBI,1)
(1908,IAD,ORD,1)
(898,SLC,ATL,1)
(1251,SLC,ORD,1)
(1534,ATL,MCI,1)
(1601,CVG,MCI,1)
(443,SDF,ATL,1)
(824,MCI,ATL,1)
(1163,ATL,DCA,1)
(1175,ORD,ATL,1)
(1518,MSP,ATL,1)
(1401,ATL,PWM,1)
(1688,SLC,EWR,1)
(836,ATL,STL,1)
(2035,PBI,LGA,1)
(2036,MCO,LGA,1)
(1401,ATL,PWM,1)
(1802,SAN,SLC,1)
(1589,ATL,ABQ,1)
(1866,MCO,SLC,1)
(1521,CVG,LAX,1)
(1776,SLC,CVG,1)
(518,CVG,EWR,1)
(1830,ATL,MCO,1)
(1999,BDL,MCO,1)
(2036,MCO,LGA,1)
(429,ORD,IAH,1)
(430,OAK,DEN,1)
(451,MIA,DEN,1)
(493,PIT,ORD,1)
(500,DEN,IND,1)
(650,ORD,LGA,1)
(667,LGA,ORD,1)
(694,ORD,LGA,1)
(695,LGA,ORD,1)
(698,ORD,LGA,1)
(698,ORD,LGA,1)
(698,ORD,LGA,1)
(699,LGA,ORD,1)
(708,DEN,DFW,1)
(711,DEN,ANC,1)
(711,DEN,ANC,1)
(711,DEN,ANC,1)
(711,OMA,DEN,1)
(843,SFO,ORD,1)
(876,SEA,DEN,1)
(883,PHL,ORD,1)
(884,ORD,PHL,1)
(890,LAX,IAD,1)
(904,LAX,JFK,1)
(942,SEA,ORD,1)
(1203,ORD,DFW,1)
(1240,SLC,DEN,1)
(1241,DCA,DEN,1)
(1246,ORD,PIT,1)
(1475,IAD,LAS,1)
(1542,MCO,IAD,1)
(93,DCA,JAX,1)
(131,JAX,CLT,1)
(154,SAN,PIT,1)
(183,PHL,DEN,1)
(267,DTW,CLT,1)
(300,PVD,CLT,1)
(311,PHL,PBI,1)
(331,PHL,ORD,1)
(338,CMH,PHL,1)
(519,TPA,CLT,1)
(587,BOS,PHL,1)
(823,JAX,PHL,1)
(826,PHX,PHL,1)
(843,ALB,CLT,1)
(859,MCO,DCA,1)
(941,CLT,BNA,1)
(982,MIA,CLT,1)
(1086,SFO,CLT,1)
(1114,CLT,MSP,1)
(1119,SYR,PHL,1)
(1119,SYR,PHL,1)
(1119,SYR,PHL,1)
(1124,BWI,PHL,1)
(1170,BOS,PHL,1)
(1234,IND,DCA,1)
(1239,PHL,DFW,1)
(1454,TPA,DCA,1)
(1630,PVD,PHL,1)
(1792,ATL,DCA,1)
(1815,DCA,DFW,1)
(804,OAK,PHL,1)
(1884,PBI,PHL,1)
(1847,PHX,MCI,1)
(482,MCO,ALB,1)
(686,MHT,MCO,1)
(1883,SAN,PHX,1)
(1014,BDL,PHL,1)
(2736,TPA,MSY,1)
(1554,LAS,BNA,1)
(588,BWI,HOU,1)
(213,DAL,AUS,1)
(19,DAL,HOU,1)
(1183,ALB,MCO,1)
(1676,BWI,FLL,1)
(1515,MSY,BHM,1)
(1532,MSY,BHM,1)
(915,AMA,DAL,1)
(101,BWI,BHM,1)
(2731,LAS,ELP,1)
(1651,MSY,BHM,1)
(1886,MSY,HOU,1)
(1352,MSY,SAN,1)
(929,OKC,HOU,1)
(2288,SAT,DAL,1)
(500,STL,HOU,1)
(56,HRL,HOU,1)
(773,JAN,HOU,1)
(1247,LAX,HOU,1)
(1050,MCO,HOU,1)
(2206,PHX,HOU,1)
(967,PHX,SMF,1)
(1468,HOU,BWI,1)
(755,OAK,MDW,1)
(45,OKC,DAL,1)
(2008,PHX,IND,1)
(2035,PHX,LIT,1)
(371,PHX,TUL,1)
(2074,LAS,MCI,1)
(1132,LAS,MDW,1)
(2303,PHX,BNA,1)
(2075,PHX,STL,1)
(1298,SAT,BWI,1)
(1965,BWI,HOU,1)
(1223,PHX,BWI,1)
(101,BHM,HOU,1)
(961,BWI,SAT,1)
(45,DAL,HOU,1)
(2916,PHX,STL,1)
(2893,SMF,PHX,1)
(169,FLL,BNA,1)
(2323,BWI,MDW,1)
(2745,CLE,MDW,1)
(683,CMH,MDW,1)
(1724,MCI,MDW,1)
(1944,LAS,AUS,1)
(2224,LAS,MSY,1)
(1292,BDL,BWI,1)
(736,LAS,STL,1)
(1329,LAX,PHX,1)
(2131,MCI,LAS,1)
(274,ONT,SMF,1)
(2646,HOU,LAS,1)
(899,LAS,MDW,1)
(51,MAF,DAL,1)
(299,MSY,LAX,1)
(1894,OAK,ABQ,1)
(1843,MDW,RDU,1)
(2272,STL,LAS,1)
(1468,LAS,SAT,1)
(2303,PHX,BNA,1)
(1196,TPA,BWI,1)
(2303,PHX,BNA,1)
(1554,LAS,BNA,1)
(849,MSP,ANC,1)
(864,FAI,MSP,1)
(934,MEM,ORD,1)
(935,BNA,MEM,1)
(958,LAX,MEM,1)
(1048,MSP,DFW,1)
(1091,IND,SEA,1)
(1106,DTW,RSW,1)
(1123,BUF,DTW,1)
(1164,MCI,MEM,1)
(1166,MEM,RDU,1)
(1171,BNA,MSP,1)
(1192,LAS,DTW,1)
(1203,MSP,RAP,1)
(1208,RAP,MSP,1)
(1280,MSP,MDW,1)
(1291,MDW,MSP,1)
(1400,DTW,IAD,1)
(1434,MSP,ATL,1)
(1526,MCI,MSP,1)
(1550,PHL,MEM,1)
(1596,IND,DCA,1)
(1673,CLT,MSP,1)
(1694,DTW,RDU,1)
(1694,DTW,RDU,1)
(1698,GRR,MCO,1)
(1756,MCI,DTW,1)
(1782,DTW,PHL,1)
(1825,DTW,IAH,1)
(1830,IAH,DTW,1)
(1833,DTW,IAH,1)
(1870,DTW,GSO,1)
(1928,SEA,MSP,1)
(5667,CVG,FSD,1)
(5598,SAV,LGA,1)
(5912,CAK,ATL,1)
(5210,JFK,JAX,1)
(5806,TVC,CVG,1)
(5855,MKE,CVG,1)
(5109,CVG,SWF,1)
(5598,SAV,LGA,1)
(5707,IAH,CVG,1)
(5019,TLH,CVG,1)
(5402,MCO,CVG,1)
(5220,HVN,CVG,1)
(4963,EWR,CVG,1)
(5800,IAD,CVG,1)
(5665,RDU,CVG,1)
(5048,ORF,CVG,1)
(4976,ROC,CVG,1)
(5580,MDT,CVG,1)
(5243,GSO,CVG,1)
(4946,TYS,CVG,1)
(5264,RIC,CVG,1)
(5319,DEN,CVG,1)
(5363,COS,CVG,1)
(5363,COS,CVG,1)
(5043,AVP,CVG,1)
(5135,CVG,CAE,1)
(3803,SLC,LAX,1)
(3834,FCA,PIH,1)
(3839,TUL,GJT,1)
(3804,SLC,CDC,1)
(6906,ORD,AUS,1)
(6927,ORD,SAT,1)
(6145,LAX,SBA,1)
(6256,SFO,SMX,1)
(6657,BZN,GJT,1)
(6686,MEM,CPR,1)
(6695,ELP,COS,1)
(6772,RAP,COS,1)
(6932,ORD,BGM,1)
(6181,SFO,RDD,1)
(6947,ORD,CID,1)
(6085,LAX,SFO,1)
(6025,CEC,SMF,1)
(6732,MRY,FAT,1)
(6085,LAX,SFO,1)
(6209,SFO,RDD,1)
(6498,TUS,SNA,1)
(6584,SAT,COS,1)
(6585,GEG,RAP,1)
(6530,LAX,TUS,1)
(2417,SAV,EWR,1)
(3259,ACK,EWR,1)
(2486,STL,IAH,1)
(2126,BFL,IAH,1)
(2013,IAH,RIC,1)
(2469,MSP,CLE,1)
(2483,XNA,IAH,1)
(2056,CVG,IAH,1)
(2573,IAH,BNA,1)
(3213,IND,IAH,1)
(2634,EWR,BNA,1)
(3063,CLT,EWR,1)
(2366,AUS,CLE,1)
(3275,BGR,EWR,1)
(2686,EWR,ALB,1)
(3269,MTJ,IAH,1)
(2363,AMA,IAH,1)
(2460,ORD,CLE,1)
(2469,MSP,CLE,1)
(2373,IAH,DAL,1)
(3292,MEM,IAH,1)
(3000,IAH,ICT,1)
(2749,OMA,IAH,1)
(2942,STL,IAH,1)
(2594,ABE,CLE,1)
(2524,DFW,IAH,1)
(2411,EWR,PIT,1)
(2455,MKE,EWR,1)
(2080,IAH,LRD,1)
(2572,BRO,IAH,1)
(2454,LBB,IAH,1)
(2028,MSP,IAH,1)
(2326,MCI,IAH,1)
(2239,GSO,IAH,1)
(2398,MEM,IAH,1)
(2370,CLE,HPN,1)
(2259,MCI,EWR,1)
(2560,ABQ,IAH,1)
(2398,MEM,IAH,1)
(2637,IND,IAH,1)
(2767,TUL,IAH,1)
(3078,OKC,IAH,1)
(2097,CLE,IAD,1)
(2489,GSO,EWR,1)
(3229,MTJ,IAH,1)
(2320,MCI,EWR,1)
(2802,CLE,MSN,1)
(2242,IAH,ATL,1)
(2073,IAH,PHX,1)
(2807,AMA,IAH,1)
(2483,XNA,IAH,1)
(2422,JAX,IAH,1)
(3048,MEM,EWR,1)
(2926,IAH,OMA,1)
(3025,BNA,IAH,1)
(3055,IND,IAH,1)
(3072,CMH,EWR,1)
(3263,IND,EWR,1)
(3022,MAF,IAH,1)
(2721,OKC,IAH,1)
(2742,IAH,MOB,1)
(2560,ABQ,IAH,1)
(4155,BOS,MDW,1)
(168,LAX,BOS,1)
(220,DEN,PIT,1)
(220,DEN,PIT,1)
(221,IAD,SEA,1)
(241,DEN,SAN,1)
(297,BWI,SFO,1)
(303,SFO,SAN,1)
(387,SLC,ATL,1)
(1545,BDL,CVG,1)
(1832,ATL,COS,1)
(1847,COS,ATL,1)
(1879,DCA,CVG,1)
(225,SLC,HNL,1)
(280,SJC,ATL,1)
(386,SFO,ATL,1)
(428,PHX,ATL,1)
(1175,ORD,ATL,1)
(1651,DEN,ATL,1)
(1729,ALB,ATL,1)
(1840,RNO,ATL,1)
(1847,COS,ATL,1)
(1429,SLC,ANC,1)
(1760,SLC,OGG,1)
(271,ATL,CMH,1)
(1858,ATL,ANC,1)
(1195,ATL,CLE,1)
(618,CVG,LGA,1)
(842,GSP,ATL,1)
(850,SNA,ATL,1)
(884,DEN,ATL,1)
(898,SLC,ATL,1)
(902,MLB,ATL,1)
(976,MCI,ATL,1)
(1034,TUS,ATL,1)
(1566,ATL,SAV,1)
(1846,SLC,RDU,1)
(614,SNA,ATL,1)
(1847,COS,ATL,1)
(884,DEN,ATL,1)
(949,DEN,CVG,1)
(4135,ABE,ATL,1)
(4146,CHO,ATL,1)
(4155,GTR,ATL,1)
(4182,OMA,ATL,1)
(4190,GRR,ATL,1)
(4193,BTR,ATL,1)
(4226,MHT,ATL,1)
(4253,SHV,ATL,1)
(4266,ISP,CVG,1)
(4290,AEX,ATL,1)
(4291,AEX,ATL,1)
(4300,ATW,ATL,1)
(4304,STL,ATL,1)
(4307,AVL,ATL,1)
(4318,BQK,ATL,1)
(4437,JFK,ATL,1)
(4441,SLC,PHX,1)
(4481,CVG,MOB,1)
(4482,MSP,ATL,1)
(4491,MOB,ATL,1)
(4599,AEX,ATL,1)
(4705,CVG,SHV,1)
(4786,SDF,ATL,1)
(4806,ISO,ATL,1)
(4860,CVG,AUS,1)
(4873,OKC,ATL,1)
(584,SLC,DEN,1)
(353,TPA,DEN,1)
(146,DEN,IAH,1)
(284,DEN,STL,1)
(448,DEN,PHL,1)
(851,ATL,DEN,1)
(574,ATL,EWR,1)
(376,ATL,LGA,1)
(857,ATL,MSP,1)
(158,MSY,ATL,1)
(837,MDW,MCO,1)
(185,DCA,ATL,1)
(1737,MLI,ATL,1)
(363,LGA,ATL,1)
(363,LGA,ATL,1)
(588,MCO,ROC,1)
(705,DAY,ATL,1)
(407,IND,ATL,1)
(23,MDW,ATL,1)
(383,MLI,ATL,1)
(391,MCO,MLI,1)
(209,CAK,ATL,1)
(322,CLT,BWI,1)
(304,DEN,ATL,1)
(1725,IAD,ATL,1)
(684,ICT,ATL,1)
(1748,JAX,ATL,1)
(365,LGA,ATL,1)
(436,MCI,ATL,1)
(480,MCO,BWI,1)
(23,MDW,ATL,1)
(99,DFW,ATL,1)
(635,MKE,ATL,1)
(863,MSP,ATL,1)
(847,PHX,RDU,1)
(610,PHX,ATL,1)
(44,PHX,DCA,1)
(825,BOS,PHX,1)
(480,BWI,PHX,1)
(750,MSP,PHX,1)
(752,MSP,PHX,1)
(687,PHX,EWR,1)
(855,PHX,IAD,1)
(871,SFO,LAS,1)
(163,SJC,LAS,1)
(777,BWI,LAS,1)
(140,PHX,ANC,1)
(3257,DFW,GGG,1)
(3362,LRD,DFW,1)
(3362,LRD,DFW,1)
(3420,GRK,DFW,1)
(3500,HSV,DFW,1)
(3524,CLE,DFW,1)
(3527,DFW,HOU,1)
(3551,DFW,SJT,1)
(3622,CRP,DFW,1)
(3622,CRP,DFW,1)
(3634,JAN,DFW,1)
(3648,GSO,DFW,1)
(3712,CVG,DFW,1)
(3790,DSM,DFW,1)
(3795,DFW,GSP,1)
(3820,MOB,DFW,1)
(3862,VPS,DFW,1)
(3872,RST,DFW,1)
(3873,DFW,RST,1)
(3881,DFW,CVG,1)
(3882,TOL,DFW,1)
(3889,DFW,PNS,1)
(4063,OKC,ORD,1)
(4129,SWF,ORD,1)
(4249,ORD,AZO,1)
(4324,ORD,CLT,1)
(4828,CLE,LGA,1)
(4834,LGA,XNA,1)
(4858,CMH,LGA,1)
(4896,CLT,LGA,1)
(4901,LGA,CLT,1)
(105,MSP,PHX,1)
(142,MSP,ORD,1)
(149,LGA,IND,1)
(233,DCA,DTW,1)
(242,MKE,DTW,1)
(251,FLL,DTW,1)
(284,MEM,DTW,1)
(341,RDU,DTW,1)
(465,DTW,ATL,1)
(477,DTW,ATL,1)
(7,DFW,OGG,1)
(10,LAX,JFK,1)
(76,LAX,IAD,1)
(301,ORD,SAT,1)
(305,ORD,SAN,1)
(328,DFW,BNA,1)
(340,DFW,SLC,1)
(350,ORD,LGA,1)
(352,ORD,LGA,1)
(390,ORD,LGA,1)
(501,PVD,DFW,1)
(520,BUR,DFW,1)
(728,DFW,LGA,1)
(743,LGA,DFW,1)
(750,DFW,LGA,1)
(759,LGA,DFW,1)
(766,DFW,LGA,1)
(766,DFW,LGA,1)
(817,DFW,AUS,1)
(841,IAD,DFW,1)
(849,MIA,MSY,1)
(867,MCO,ORD,1)
(873,MCI,ORD,1)
(908,MIA,DFW,1)
(953,LGA,MIA,1)
(953,LGA,MIA,1)
(1101,DFW,SFO,1)
(1125,DFW,DEN,1)
(1132,PSP,DFW,1)
(1174,SMF,DFW,1)
(1179,FLL,ORD,1)
(1227,MCI,DFW,1)
(1257,BOS,DFW,1)
(1295,PIT,DFW,1)
(1317,MCO,ORD,1)
(1436,AUS,HOU,1)
(1436,HOU,LGA,1)
(1452,BNA,LGA,1)
(1452,BNA,LGA,1)
(1492,DEN,STL,1)
(1493,EWR,DFW,1)
(1496,IAH,ORD,1)
(1515,RDU,ORD,1)
(1534,DFW,MEM,1)
(1541,DFW,SEA,1)
(1556,DFW,IAH,1)
(1573,PBI,DFW,1)
(1607,DCA,DFW,1)
(1613,BOS,DFW,1)
(1632,DFW,FLL,1)
(1668,MIA,IAD,1)
(1698,OKC,DFW,1)
(1699,DTW,DFW,1)
(1710,DFW,IAD,1)
(1726,FLL,DFW,1)
(1974,LAX,BNA,1)
(2058,DFW,SJU,1)
(2155,SNA,DFW,1)
(2217,RIC,DFW,1)
(2229,JFK,DFW,1)
(2308,SFO,DFW,1)
(2308,SFO,DFW,1)
(2313,TPA,ORD,1)
(2313,TPA,ORD,1)
(2384,DFW,MDW,1)
(2489,BDL,DFW,1)
(60,JNU,KTN,1)
(139,ADK,AKN,1)
(151,ANC,OTZ,1)
(151,OTZ,OME,1)
(152,OME,OTZ,1)
(152,OME,OTZ,1)
(279,LAX,SEA,1)
(289,LAX,SEA,1)
(662,SEA,LAS,1)
(663,LAS,SEA,1)
(710,PDX,PHX,1)
(714,SEA,PHX,1)
(40,FLL,JFK,1)
(29,JFK,TPA,1)
(204,LGB,JFK,1)
(44,MCO,JFK,1)
(134,RSW,JFK,1)
(728,BQN,JFK,1)
(296,BUR,JFK,1)
(150,MCO,JFK,1)
(126,MSY,JFK,1)
(292,BUR,JFK,1)
(192,LAS,JFK,1)
(182,SAN,JFK,1)
(473,BOS,OAK,1)
(472,OAK,BOS,1)
(137,JFK,RSW,1)
(86,SEA,JFK,1)
(473,BOS,OAK,1)
(307,LGB,IAD,1)
(23,EWR,IAH,1)
(34,DEN,IAH,1)
(36,MCO,EWR,1)
(50,IAH,EWR,1)
(52,IAH,EWR,1)
(62,IAH,EWR,1)
(63,EWR,IAH,1)
(63,EWR,IAH,1)
(86,HNL,IAH,1)
(128,RNO,IAH,1)
(128,RNO,IAH,1)
(128,RNO,IAH,1)
(132,SAN,IAH,1)
(231,OAK,IAH,1)
(231,OAK,IAH,1)
(290,SLC,IAH,1)
(320,IAH,ATL,1)
(333,LGA,IAH,1)
(335,SAN,IAH,1)
(335,SAN,IAH,1)
(345,CLE,IAH,1)
(366,SEA,IAH,1)
(403,IAH,SAN,1)
(468,EWR,LAS,1)
(494,LAX,IAH,1)
(498,DEN,IAH,1)
(498,DEN,IAH,1)
(539,MIA,EWR,1)
(539,MIA,EWR,1)
(547,ORD,IAH,1)
(596,LAS,IAH,1)
(596,LAS,IAH,1)
(616,LAX,IAH,1)
(644,SFO,IAH,1)
(644,SFO,IAH,1)
(687,MCO,IAH,1)
(687,MCO,IAH,1)
(696,LAS,IAH,1)
(739,IAH,SAN,1)
(820,PHL,IAH,1)
(1059,DCA,IAH,1)
(1066,SEA,IAH,1)
(1134,DFW,EWR,1)
(1134,DFW,EWR,1)
(1416,IAH,MSP,1)
(1449,DCA,IAH,1)
(1449,DCA,IAH,1)
(1568,PHX,CLE,1)
(1569,LAS,EWR,1)
(1569,LAS,EWR,1)
(1569,LAS,EWR,1)
(1576,SLC,IAH,1)
(1628,PDX,IAH,1)
(1632,IAH,LGA,1)
(1707,TPA,IAH,1)
(1555,IAD,SYR,1)
(1735,IAD,BDL,1)
(1156,IAD,ORD,1)
(1162,IAD,ORD,1)
(1212,IAD,ATL,1)
(677,SLC,PHL,1)
(698,LAS,ATL,1)
(401,BWI,SLC,1)
(258,JAC,ATL,1)
(1440,PVD,ATL,1)
(250,SFO,ATL,1)
(254,LIT,ATL,1)
(374,LAS,ATL,1)
(381,ATL,SNA,1)
(486,IAD,ATL,1)
(579,DAB,ATL,1)
(821,TPA,ATL,1)
(983,MCO,ATL,1)
(998,SJU,ATL,1)
(1062,TUS,ATL,1)
(1431,LGA,ATL,1)
(1468,PIT,ATL,1)
(1506,PHL,ATL,1)
(1548,BTR,ATL,1)
(1556,BWI,ATL,1)
(1719,ATL,IAH,1)
(1254,MSY,CVG,1)
(884,DEN,ATL,1)
(1529,ATL,BWI,1)
(1840,ATL,PBI,1)
(637,PVD,ATL,1)
(952,ATL,LGA,1)
(959,PWM,ATL,1)
(969,BOS,ATL,1)
(1449,DCA,ATL,1)
(1412,CVG,MSY,1)
(1543,SLC,DFW,1)
(2030,JFK,FLL,1)
(443,SDF,ATL,1)
(477,IND,ATL,1)
(871,MSY,ATL,1)
(1243,SNA,ATL,1)
(1582,ATL,DCA,1)
(1586,PHF,ATL,1)
(1683,PDX,ATL,1)
(1691,ATL,EWR,1)
(1981,FLL,LGA,1)
(292,LAX,ATL,1)
(1158,RIC,ATL,1)
(1195,SAT,ATL,1)
(1203,ATL,LGA,1)
(1249,PHL,ATL,1)
(1266,ORD,ATL,1)
(1277,SYR,ATL,1)
(1401,ATL,PWM,1)
(400,DEN,LGA,1)
(416,ORD,BDL,1)
(452,SEA,DEN,1)
(483,PHL,DEN,1)
(636,DEN,TUL,1)
(640,LAX,SEA,1)
(682,EGE,ORD,1)
(682,EGE,ORD,1)
(682,EGE,ORD,1)
(682,EGE,ORD,1)
(698,ORD,LGA,1)
(751,ORD,STL,1)
(836,ORD,LGA,1)
(881,BOS,ORD,1)
(904,LAX,JFK,1)
(1174,LAX,PDX,1)
(1178,DEN,IAH,1)
(1438,SFO,PHX,1)
(1457,DEN,PHX,1)
(131,DCA,CLT,1)
(160,PHX,PHL,1)
(191,PHL,RDU,1)
(221,ORD,PHL,1)
(267,DTW,CLT,1)
(512,MIA,PHL,1)
(528,RDU,PHL,1)
(836,BOS,PHL,1)
(836,BOS,PHL,1)
(855,MCO,DCA,1)
(1061,PHL,FLL,1)
(1105,CLT,DFW,1)
(1249,DCA,FLL,1)
(1435,ORD,CLT,1)
(1623,PHL,ATL,1)
(1808,DCA,IAH,1)
(1183,ALB,MCO,1)
(974,MDW,BUF,1)
(196,LAX,PHX,1)
(1037,MCI,PHX,1)
(1197,OAK,PHX,1)
(1989,OAK,PHX,1)
(1602,SMF,LAS,1)
(2104,STL,PHX,1)
(2293,HOU,BWI,1)
(2578,PBI,BWI,1)
(542,STL,SDF,1)
(2099,MDW,HOU,1)
(1930,AUS,DAL,1)
(14,DAL,ELP,1)
(1996,DAL,ELP,1)
(831,LAS,STL,1)
(1942,MCO,STL,1)
(1406,LAS,ORF,1)
(1050,MCO,HOU,1)
(500,AUS,MAF,1)
(1965,BWI,HOU,1)
(1582,MDW,PHX,1)
(254,DTW,BNA,1)
(1881,ELP,DAL,1)
(1883,MCI,BNA,1)
(106,MDW,BNA,1)
(1179,RDU,BNA,1)
(2074,LAS,MCI,1)
(1040,OKC,MCI,1)
(369,BWI,TPA,1)
(1500,ORF,MCO,1)
(2239,STL,MCO,1)
(2220,MDW,CMH,1)
(1461,OAK,SAN,1)
(1700,OAK,SAN,1)
(2813,CMH,MCO,1)
(28,HOU,DAL,1)
(106,BNA,MSY,1)
(460,HOU,MSY,1)
(992,HOU,MSY,1)
(1048,HOU,MSY,1)
(862,IND,MSY,1)
(2674,JAX,MSY,1)
(1813,MCO,MSY,1)
(2171,MCO,MSY,1)
(491,MDW,SAN,1)
(538,TPA,MSY,1)
(2540,TPA,MSY,1)
(2513,BHM,MSY,1)
(2699,BHM,MSY,1)
(340,ELP,DAL,1)
(299,FLL,MSY,1)
(1209,FLL,MSY,1)
(121,MCO,MSY,1)
(1813,MCO,MSY,1)
(1865,MCO,MSY,1)
(2171,MCO,MSY,1)
(2464,MCO,MSY,1)
(816,OAK,MSY,1)
(1886,TPA,MSY,1)
(2736,TPA,MSY,1)
(106,BNA,MSY,1)
(299,FLL,MSY,1)
(1209,FLL,MSY,1)
(2674,JAX,MSY,1)
(2039,MCO,JAN,1)
(1813,MCO,MSY,1)
(1865,MCO,MSY,1)
(2171,MCO,MSY,1)
(2464,MCO,MSY,1)
(1204,MDW,TPA,1)
(816,OAK,MSY,1)
(2952,TUS,SAN,1)
