flightnum,diverted_date,origin,dest
1,11/5/2005,ORD,HNL
1,11/4/2005,ORD,HNL
1,12/19/2004,IAD,TPA
1,10/9/2007,FLL,JFK
1,10/14/2007,DCA,SEA
1,11/23/2007,ORD,HNL
1,12/20/2007,SEA,ANC
1,9/14/2007,DCA,SEA
1,10/22/2007,AUS,ONT
1,5/7/2007,ORD,HNL
1,2/9/2007,IAH,HNL
1,3/6/2007,ORD,HNL
1,5/6/2006,PHX,ORD
1,2/18/2006,DCA,SEA
1,1/3/2006,ORD,HNL
1,3/15/2006,ORD,HNL
1,12/7/2008,LAX,HNL
1,12/20/2008,LAX,HNL
1,6/6/2004,ORD,HNL
1,10/6/2004,ORD,HNL
1,6/19/2004,JFK,FLL
1,1/31/2008,DAL,HOU
1,3/8/2008,PHL,CMH
1,3/6/2008,JFK,FLL
1,3/31/2008,PHX,ORD
1,2/25/2008,DAL,HOU
1,4/11/2008,LAX,HNL
1,12/31/2006,JFK,LAX
1,10/3/2006,ORD,HNL
1,12/14/2006,DAL,HOU
1,10/15/2006,DCA,SEA
1,2/25/2004,JFK,FLL
1,6/2/2005,JFK,FLL
1,6/11/2005,JFK,FLL
1,7/9/2008,JFK,LAX
1,6/8/2008,PHX,ORD
1,6/14/2008,ORD,HNL
1,8/22/2008,JFK,FLL
1,2/21/2005,PIT,LAX
1,8/7/2006,PIT,LAX
1,5/15/2006,JFK,FLL
1,9/13/2006,DCA,SEA
1,8/18/2006,PIT,LAX
1,5/9/2007,FLL,JFK
1,8/16/2007,DAL,HOU
1,9/28/2007,ORD,HNL
1,7/20/2007,HOU,TPA
1,6/28/2007,FLL,JFK
1,8/17/2007,FLL,JFK
10,8/9/2007,STL,MCI
10,9/9/2007,DAL,AMA
10,7/18/2007,LAX,JFK
10,6/28/2007,ONT,MCI
10,8/8/2007,ONT,STL
10,10/21/2004,MSY,HOU
10,11/13/2007,MAF,ABQ
10,12/12/2004,LAX,PIT
10,11/1/2004,CRP,HOU
10,12/16/2008,MCI,MDW
10,5/30/2007,HOU,DAL
10,1/14/2007,HOU,DAL
10,1/27/2007,LAX,JFK
10,1/4/2006,CRP,HOU
10,7/27/2006,SFO,JFK
10,7/12/2006,SFO,JFK
10,7/25/2006,ORD,PHX
10,1/5/2004,ORD,PHX
10,5/28/2004,LAX,JFK
10,4/12/2008,JFK,BUF
10,4/11/2008,JFK,BUF
10,3/11/2008,HOU,DAL
10,5/27/2008,SFO,JFK
10,3/12/2008,TPA,HOU
10,2/25/2008,TPA,HOU
10,10/13/2006,SEA,MCO
10,11/30/2006,DAL,TUL
10,11/20/2006,SEA,MCO
10,2/24/2005,HOU,DAL
10,2/23/2005,CRP,HOU
10,7/6/2005,LAX,JFK
10,8/2/2005,ORD,PHX
10,7/23/2008,SFO,JFK
10,6/24/2008,SFO,JFK
10,6/14/2008,SFO,JFK
10,7/27/2008,LAX,JFK
10,10/12/2008,DAL,AMA
100,8/15/2008,OAK,JFK
100,6/14/2008,OAK,JFK
100,5/31/2008,OAK,JFK
100,4/15/2007,ATL,RIC
100,4/29/2007,LAX,ORD
100,2/14/2007,OAK,JFK
100,4/4/2007,ATL,RIC
100,8/27/2004,SAN,PHL
100,6/25/2004,OAK,JFK
100,6/2/2004,AUS,DAL
100,10/2/2004,LAX,ORD
100,9/25/2004,ANC,PDX
100,6/17/2004,SAN,PHL
100,8/4/2004,SAN,PHL
100,7/31/2004,OAK,JFK
100,11/21/2005,PHX,MSP
100,11/22/2005,OAK,JFK
100,11/16/2005,SAN,PHL
100,7/23/2007,ANC,PDX
100,12/31/2007,DFW,ATL
100,12/28/2007,DFW,ATL
100,12/5/2004,SAN,PHL
100,12/17/2004,SAN,PHL
100,12/19/2004,SAN,PHL
100,7/9/2005,SFO,DEN
100,6/22/2005,OAK,JFK
100,7/18/2005,SAN,PHL
100,6/23/2005,SAN,PHL
100,10/24/2005,SAN,PHL
100,6/6/2005,OAK,JFK
100,5/27/2004,AUS,DAL
100,4/13/2004,OAK,JFK
100,5/2/2004,SAN,PHL
100,4/3/2006,SAN,PHL
100,4/6/2006,DEN,MSP
100,1/2/2006,SAN,PHL
100,5/25/2006,SAN,PHL
100,4/24/2006,SAN,PHL
100,7/18/2006,SAN,PHL
100,7/21/2006,OAK,JFK
100,7/2/2006,SAN,PHL
100,7/4/2006,OAK,JFK
100,7/12/2006,OAK,JFK
100,8/1/2006,OAK,JFK
100,1/22/2005,SAN,PHL
100,1/22/2005,OAK,JFK
100,1/23/2005,OAK,JFK
100,4/23/2005,OAK,JFK
100,4/30/2005,SAN,PHL
100,2/3/2008,BUF,LAS
100,3/20/2008,ISP,TPA
100,3/8/2008,OAK,JFK
100,10/14/2006,BOS,LAS
1000,10/12/2004,MSP,GRR
1000,4/19/2007,FLL,EWR
1000,5/24/2004,MDW,OMA
1000,2/9/2004,ALB,BWI
1000,6/6/2005,FLL,EWR
1000,8/29/2006,FLL,EWR
1001,8/22/2006,IND,IAH
1001,6/8/2006,DFW,COS
1001,7/28/2004,BNA,HOU
1001,10/22/2006,IND,IAH
1001,12/29/2006,IND,IAH
1001,6/17/2008,BOS,DFW
1001,5/27/2008,BOS,GGG
1001,8/25/2007,BOS,JFK
1001,12/18/2008,LAS,OKC
1001,8/8/2005,ICT,DFW
1001,2/5/2008,DFW,IAH
1001,4/10/2004,IND,IAH
1001,3/21/2006,DFW,COS
1001,2/19/2006,IND,IAH
1001,1/16/2006,IND,IAH
1001,1/13/2006,BOS,JFK
1001,4/20/2006,ATL,BHM
1001,2/3/2006,BNA,TPA
1001,5/23/2005,LAN,DTW
1001,4/28/2005,DFW,COS
1001,1/3/2005,DFW,COS
1002,1/22/2005,TUS,ORD
1002,5/10/2005,MYR,CLT
1002,5/30/2007,COS,DFW
1002,6/16/2007,HNL,ITO
1002,7/12/2004,IND,BWI
1002,7/4/2006,ABQ,DFW
1002,8/20/2006,JAX,ATL
1002,8/7/2006,ABQ,DFW
1002,6/21/2006,CLT,PHX
1002,5/5/2006,SAN,ATL
1002,2/20/2006,EWR,LAX
1002,5/29/2004,SFO,DEN
1002,2/8/2004,SJC,DEN
1002,8/11/2005,BWI,RDU
1002,3/26/2008,EWR,LAX
1003,6/13/2004,BWI,ATL
1003,6/25/2004,ORF,DFW
1003,6/21/2004,BWI,ATL
1003,6/19/2004,ORF,DFW
1003,5/28/2007,DFW,DEN
1003,10/15/2007,MSP,DFW
1003,9/10/2007,MSP,DFW
1003,8/25/2008,TPA,LAS
1003,10/28/2008,BOS,JFK
1003,10/9/2008,HNL,KOA
1003,12/26/2004,ORF,DFW
1003,4/24/2007,DFW,DEN
1003,3/4/2004,MDW,PHX
1003,8/7/2006,MCO,MSY
1003,4/17/2006,DFW,SLC
1003,1/14/2006,TPA,PHL
1004,9/10/2007,ATL,DFW
1004,3/25/2005,CMH,TPA
1004,2/11/2008,MIA,RDU
1004,3/18/2008,ATL,DFW
1004,8/30/2007,LAS,DFW
1004,9/3/2006,LAS,ORD
1004,6/18/2006,IND,DTW
1004,6/27/2006,PHX,LAX
1004,10/7/2008,IND,DTW
1004,11/22/2008,HNL,LIH
1004,9/14/2008,IND,DTW
1004,1/9/2007,PHX,LAX
1005,3/31/2007,CLE,SLC
1005,3/7/2007,ORD,PHL
1005,1/8/2007,ORD,PHL
1005,1/13/2008,LGA,TPA
1005,2/17/2008,MCI,DEN
1005,4/26/2008,PHL,SJU
1005,9/18/2004,PVD,EWR
1005,4/20/2006,MCO,ATL
1005,2/3/2006,LGA,TPA
1005,1/2/2005,LGA,TPA
1005,11/20/2006,PHX,STL
1005,11/10/2006,LGA,TPA
1005,7/16/2008,BOS,ORD
1005,8/4/2008,BOS,ORD
1005,7/29/2008,PBI,ATL
1005,8/10/2008,ORD,PHL
1005,6/8/2006,LGA,TPA
1005,8/13/2006,MSY,LAX
1005,6/13/2006,LGA,TPA
1005,7/20/2007,LGA,TPA
1005,5/1/2007,SLC,PHX
1005,10/6/2008,DTW,IND
1005,12/30/2004,DTW,IND
1006,1/29/2005,MDW,LAS
1006,4/11/2005,DEN,IAH
1006,1/12/2005,CLE,MDW
1006,3/14/2008,SJU,ATL
1006,8/27/2004,DFW,MCI
1006,12/15/2008,HNL,LIH
1006,8/2/2008,JFK,BOS
1006,5/19/2005,SLC,CVG
1006,5/3/2005,LAS,MIA
1006,12/1/2006,CLE,MDW
1006,6/26/2007,ABQ,ORD
1006,7/9/2007,LAS,MDW
1006,2/23/2004,HOU,MSY
1007,9/25/2007,RDU,DFW
1007,9/9/2007,RDU,DFW
1007,11/15/2005,BOS,JFK
1007,7/14/2007,SEA,ATL
1007,9/14/2008,CLT,PIT
1007,8/14/2008,MIA,PHX
1007,12/28/2008,MIA,PHX
1007,10/10/2006,BWI,DFW
1007,7/29/2006,ATL,TPA
1007,6/12/2006,SAN,ATL
1008,7/1/2006,MDW,MHT
1008,8/2/2006,MSY,BNA
1008,9/3/2006,JFK,BOS
1008,6/25/2006,MDW,MHT
1008,2/5/2008,PDX,DFW
1008,2/6/2007,BNA,MDW
1008,4/17/2006,DFW,CLT
1008,12/29/2006,OAK,DFW
1008,6/25/2007,OAK,DFW
1008,8/16/2007,MCO,HOU
1008,7/26/2007,IND,DTW
1008,8/7/2007,JFK,BOS
1008,9/16/2004,LAS,DFW
1008,9/8/2008,PDX,DFW
1008,9/2/2008,ABQ,BWI
1008,8/7/2005,SLC,DFW
1008,8/7/2005,LAS,DFW
1008,7/15/2005,LAS,DFW
1009,6/7/2005,BOS,CLT
1009,8/6/2006,SAT,DAL
1009,8/10/2006,LGA,ATL
1009,7/4/2006,SAT,DAL
1009,9/12/2006,DCA,ORD
1009,12/11/2007,SDF,DFW
1009,11/18/2007,MDW,SFO
1009,3/30/2008,CLT,LAS
1009,1/7/2008,BUF,MDW
1009,5/24/2004,CLT,MCI
1009,1/28/2005,CLT,MCI
1009,8/8/2008,SDF,DFW
1009,8/29/2008,SDF,DFW
1009,12/29/2006,SAT,DAL
1009,8/27/2004,CLT,MCI
1009,5/24/2007,TPA,DFW
1009,8/30/2007,TPA,DFW
1009,8/7/2007,DFW,COS
1009,6/22/2007,TPA,DFW
1009,6/27/2007,TPA,DFW
1009,7/3/2007,TPA,DFW
1009,6/2/2007,LAS,BWI
1009,5/9/2007,ATL,DFW
101,5/27/2007,PDX,ANC
101,8/23/2007,LAX,ATL
101,8/8/2005,LGA,MSP
101,9/18/2005,JFK,OAK
101,7/18/2005,BHM,HOU
101,7/11/2005,BWI,BHM
101,11/23/2004,BHM,HOU
101,12/23/2004,DFW,PHL
101,5/28/2007,BHM,HOU
101,3/7/2007,JFK,OAK
101,1/4/2007,JFK,OAK
101,3/7/2008,BWI,CLE
101,4/4/2008,LAX,ATL
101,8/10/2006,LAX,ATL
101,7/25/2006,ORD,LAX
101,10/19/2007,PDX,ANC
101,9/11/2007,LAX,ATL
101,6/9/2004,IAH,SAN
101,7/4/2004,JFK,OAK
101,8/4/2004,LIT,LAS
101,10/4/2004,ATL,DFW
101,7/23/2004,ORD,LAX
101,8/5/2004,LIT,LAS
101,1/9/2005,JFK,OAK
101,1/3/2005,JFK,OAK
101,1/8/2005,JFK,OAK
101,4/11/2006,JFK,OAK
101,3/13/2006,LGA,MSP
101,2/15/2006,JFK,OAK
101,2/16/2006,JFK,OAK
101,2/20/2006,JFK,OAK
101,2/19/2006,JFK,OAK
101,3/16/2006,LGA,MSP
101,3/1/2006,JFK,OAK
101,2/17/2006,JFK,OAK
101,2/18/2006,JFK,OAK
101,1/2/2006,JFK,OAK
101,2/25/2006,JFK,OAK
101,12/4/2005,JFK,OAK
101,10/31/2005,BOS,MSP
101,11/27/2005,SNA,PDX
101,10/13/2006,JFK,OAK
101,10/22/2006,ORD,LAX
101,10/24/2008,MDW,SAT
101,8/18/2008,JFK,OAK
1010,7/20/2008,IAH,EWR
1010,6/9/2008,SAN,DFW
1010,8/30/2008,IAH,EWR
1010,8/3/2008,JFK,BOS
1010,6/10/2008,IAH,EWR
1010,6/23/2008,JFK,BOS
1010,6/29/2006,IAH,EWR
1010,7/17/2006,ATL,LAS
1010,6/14/2006,IAH,EWR
1010,8/10/2006,STL,SDF
1010,5/8/2005,ATL,IAH
1010,6/27/2007,IAH,EWR
1010,5/29/2007,ORD,DEN
1010,6/27/2007,IND,DTW
1010,2/16/2008,COS,DFW
1010,10/2/2004,TPA,ATL
1010,3/23/2007,IAD,MDW
1010,2/13/2007,HOU,STL
1010,2/14/2005,PBI,LGA
1010,10/12/2007,IAH,EWR
1010,12/29/2006,SFO,DFW
1010,11/30/2006,HOU,STL
1010,4/20/2006,LGA,ATL
1010,12/28/2005,PBI,LGA
1011,10/23/2004,EWR,IAH
1011,8/26/2006,EWR,IAH
1011,6/7/2006,PHL,PHX
1011,6/17/2006,EWR,IAH
1011,2/4/2004,EWR,DFW
1011,9/30/2008,EWR,IAH
1011,2/12/2008,EWR,IAH
1011,5/18/2005,PIT,ATL
1011,6/26/2007,MCI,DAL
1011,7/29/2007,MCI,DAL
1011,1/25/2007,LAS,MCI
1011,6/5/2004,DFW,COS
1011,7/28/2004,PBI,DFW
1011,6/22/2004,EWR,IAH
1011,5/11/2004,EWR,IAH
1011,6/8/2004,EWR,IAH
1011,5/7/2005,PHL,PHX
1011,1/18/2005,PIT,ATL
1012,10/24/2005,BNA,CLT
1012,9/24/2005,LAX,ORD
1012,5/25/2006,ATL,PHL
1012,7/21/2006,JFK,BOS
1012,8/5/2006,IAH,ATL
1012,3/30/2008,STT,PHL
1012,4/6/2008,TPA,MIA
1012,3/2/2008,STT,PHL
1012,3/5/2004,ORD,LGA
1012,5/30/2004,ORD,LGA
1012,7/22/2004,ORD,LGA
1012,6/22/2004,ORD,LGA
1012,8/24/2004,ORD,LGA
1012,6/21/2004,ORD,LGA
1012,7/3/2004,ORD,LGA
1012,7/6/2004,ORD,LGA
1012,7/11/2004,ORD,LGA
1012,7/16/2004,ORD,LGA
1012,8/21/2004,ATL,ORF
1012,7/12/2004,RDU,PHL
1012,8/12/2007,IAH,PDX
1012,12/22/2008,STT,PHL
1012,12/19/2008,STT,PHL
1012,12/21/2008,IAH,PDX
1012,12/20/2008,STT,PHL
1012,12/21/2008,STT,PHL
1012,4/18/2007,ATL,EWR
1012,4/15/2007,ATL,LGA
1012,11/10/2006,LAX,ORD
1012,12/23/2007,DEN,CVG
1013,2/16/2008,RNO,IAH
1013,4/30/2005,ATL,PHL
1013,8/16/2005,MSY,ATL
1013,7/10/2008,PHL,ATL
1013,5/25/2004,MCO,BWI
1013,8/6/2007,ATL,SAN
1013,7/29/2007,ATL,SAN
1014,6/22/2007,ANC,ATL
1014,7/5/2005,BDL,PHL
1014,6/15/2005,TUS,DFW
1014,8/23/2005,IND,ATL
1014,6/6/2005,IND,ATL
1014,8/8/2005,BDL,PHL
1014,6/27/2005,BDL,PHL
1014,7/15/2005,BDL,PHL
1014,6/22/2005,BDL,PHL
1014,6/3/2005,BDL,PHL
1014,12/23/2007,LAX,MDW
1014,10/24/2004,DFW,SAT
1014,5/19/2005,PHL,MDW
1014,5/29/2005,ATL,IAH
1014,7/12/2006,ANC,ATL
1014,5/24/2006,SEA,ORD
1014,6/28/2006,SEA,ORD
1014,9/15/2006,PHX,OMA
1014,3/6/2008,BOS,FLL
1014,1/26/2004,MSP,CLT
1014,10/2/2006,SEA,ORD
1014,6/23/2004,GSO,ATL
1014,2/3/2006,DTW,IAD
1014,7/21/2008,ORD,STL
1014,7/10/2008,SMF,ATL
1014,6/8/2008,SEA,ORD
1014,8/7/2008,SMF,ATL
1015,8/7/2006,IAH,DFW
1015,12/27/2005,SFO,CVG
1015,5/11/2007,DTW,ATL
1015,7/29/2007,IAH,DFW
1015,1/22/2005,SAN,MDW
1015,3/10/2005,SAN,MDW
1015,11/12/2004,ATL,SAT
1015,3/19/2006,SAN,MDW
1015,4/30/2006,SAN,MDW
1015,12/14/2006,ATL,SRQ
1015,4/25/2008,IAH,DFW
1015,4/15/2008,MHT,DTW
1015,1/5/2008,DEN,LIH
1015,8/16/2004,ATL,SAT
1015,10/31/2004,ATL,SAT
1015,2/13/2007,BOS,PHL
1016,4/7/2005,IAH,ATL
1016,9/1/2006,LAS,DFW
1016,9/2/2006,DTW,BUF
1016,8/22/2006,LAS,DFW
1016,7/1/2005,IAH,ATL
1016,7/26/2008,RSW,ATL
1016,8/27/2008,ATL,MSP
1016,7/29/2008,RSW,ATL
1016,8/24/2008,RSW,ATL
1016,5/24/2007,ABQ,DFW
1016,7/1/2007,ABQ,DFW
1016,5/11/2007,PHX,ATL
1016,12/16/2007,RSW,CLE
1016,9/24/2007,BNA,LGA
1016,6/6/2004,LAS,DFW
1016,6/27/2004,IAH,ATL
1016,7/22/2004,EWR,IAD
1016,9/14/2004,LAS,DFW
1016,10/28/2004,RSW,CLE
1016,3/16/2004,RSW,CLE
1016,4/21/2008,RSW,ATL
1016,12/26/2008,TUS,MDW
1016,10/29/2008,RSW,CLE
1017,10/22/2008,MSP,IAH
1017,7/18/2006,ORD,SAN
1017,4/30/2007,MSP,IAH
1017,4/20/2005,RSW,ORD
1017,8/3/2008,MSP,IAH
1017,7/10/2005,MSP,IAH
1017,9/8/2005,BWI,RDU
1017,5/19/2005,RSW,ORD
1017,7/7/2005,MSP,IAH
1017,7/6/2005,MSP,IAH
1017,3/4/2008,CLT,PBI
1017,3/6/2008,CLT,PBI
1017,4/16/2008,ATL,SAN
1017,11/9/2007,CLT,PBI
1017,1/24/2004,ORD,SLC
1017,4/10/2004,ORD,IAH
1017,10/18/2006,MSP,IAH
1017,12/11/2004,ORD,SAN
1017,12/23/2004,IAD,EWR
1018,9/2/2006,BDL,PHL
1018,12/26/2008,SEA,MDW
1018,11/19/2008,ATL,PHL
1018,11/4/2008,HNL,OGG
1018,4/2/2005,SFO,DEN
1018,12/25/2006,MHT,PHL
1018,6/9/2004,PHL,BOS
1018,1/5/2004,BWI,MDW
1018,11/21/2007,LAS,BDL
1018,10/18/2007,LAS,PHL
1018,12/22/2007,LAS,BDL
1019,12/3/2007,EWR,MSP
1019,11/17/2007,PDX,OAK
1019,11/10/2008,DFW,SEA
1019,9/25/2007,BOS,PHL
1019,7/22/2008,PHL,ATL
1019,5/5/2007,MDW,OMA
1019,2/2/2004,DTW,MDW
1019,2/12/2004,CLT,RSW
1019,1/26/2004,DTW,MDW
1019,2/4/2006,FLL,PHL
1019,3/13/2006,DFW,MSP
1019,7/27/2005,IAD,EWR
1019,5/8/2005,CVG,LAX
1019,5/15/2005,BOS,SJU
1019,7/6/2004,MHT,MDW
1019,8/27/2004,ORD,MCI
1019,7/21/2004,MHT,MDW
102,9/28/2004,OAK,JFK
102,6/19/2004,LAS,DFW
102,8/27/2004,HNL,DFW
102,7/31/2004,LAS,DFW
102,7/19/2004,PHX,MSP
102,9/2/2004,BNA,EWR
102,5/27/2008,ATL,DFW
102,7/23/2008,SFO,ORD
102,6/18/2008,HNL,DFW
102,10/20/2008,JFK,BUF
102,12/9/2004,DFW,ATL
102,12/21/2004,CLT,IAD
102,10/14/2007,HNL,DFW
102,9/9/2007,HNL,DFW
102,6/26/2007,ATL,DFW
102,7/1/2007,ATL,DFW
102,8/7/2007,PDX,DEN
102,7/19/2007,RDU,ATL
102,6/4/2007,ATL,DFW
102,7/29/2007,ATL,DFW
102,7/31/2007,ATL,DFW
102,7/12/2006,OAK,JFK
102,7/13/2006,MIA,CLT
102,5/30/2006,OAK,JFK
102,9/17/2006,ATL,DFW
102,9/11/2006,ATL,DFW
102,8/24/2006,PHX,MSP
102,7/27/2006,OAK,JFK
102,12/29/2005,DEN,MSP
102,10/18/2005,DEN,MSP
102,12/27/2005,CLT,EWR
102,7/5/2005,MSP,EWR
102,6/24/2005,OAK,JFK
102,8/8/2005,OAK,JFK
102,8/3/2005,DFW,MCO
102,7/14/2005,LAS,DFW
102,2/14/2004,HNL,DFW
102,3/18/2004,HNL,DFW
102,1/27/2004,BHM,BWI
102,4/24/2007,ATL,DFW
102,2/13/2007,OMA,MDW
102,3/4/2007,OAK,JFK
102,2/10/2007,PHL,ATL
102,1/4/2007,OMA,MDW
102,3/31/2008,ATL,DFW
102,5/7/2008,SFO,ORD
102,10/9/2006,HNL,DFW
1020,12/10/2006,FLL,CLT
1020,6/9/2006,SAN,ATL
1020,6/8/2008,DEN,ORD
1020,6/10/2008,MSP,BDL
1020,5/27/2008,SAN,DFW
1020,6/28/2007,SLC,CMH
1020,7/7/2007,SLC,CMH
1020,7/19/2007,SLC,CMH
1020,8/18/2007,DFW,MSY
1020,11/23/2004,ONT,DFW
1020,12/10/2007,MSP,SAT
1020,8/8/2005,ATL,PHL
1020,8/1/2005,MSP,BUF
1020,3/30/2007,SAT,DFW
1020,3/18/2006,SJC,DFW
1020,2/9/2004,OAK,PHX
1021,11/27/2004,ATL,TUS
1021,11/30/2004,ATL,TUS
1021,11/28/2004,ATL,TUS
1021,6/23/2004,PVD,ATL
1021,6/4/2004,BWI,IAH
1021,6/25/2004,IAD,EWR
1021,7/30/2004,LGA,MSP
1021,8/18/2004,ATL,TUS
1021,12/26/2008,PIT,MDW
1021,8/27/2006,RIC,DTW
1021,6/3/2006,ATL,SAN
1021,2/12/2006,ALB,BWI
1021,2/3/2006,CLT,TPA
1021,2/4/2008,ORD,LAS
1021,4/8/2005,ORD,DEN
1021,12/25/2005,BOS,JFK
1021,3/29/2007,MCO,DFW
1021,4/3/2007,MCO,DFW
1021,10/18/2007,ATL,VPS
1021,8/14/2005,DTW,ATL
1021,7/3/2005,ORD,DEN
1021,8/4/2005,ORD,DEN
1022,10/3/2008,MIA,PHL
1022,12/13/2008,ATL,PHL
1022,12/14/2008,MIA,PHL
1022,12/29/2006,ONT,DFW
1022,6/27/2004,MSP,JAX
1022,7/14/2004,SLC,EWR
1022,7/23/2004,SLC,EWR
1022,6/4/2007,MSP,IAD
1022,6/4/2007,PDX,DFW
1022,8/7/2007,MDW,TUS
1022,8/14/2007,MSP,EWR
1022,8/23/2007,IND,MDW
1022,9/12/2008,MIA,PHL
1022,11/26/2007,DFW,EWR
1022,8/6/2006,ONT,DFW
1022,1/12/2007,ONT,DFW
1022,4/24/2007,PDX,DFW
1022,1/14/2007,ONT,DFW
1022,1/21/2007,CLT,DCA
1022,5/10/2007,MCI,DAL
1022,1/15/2005,PSP,DFW
1023,3/7/2005,MSY,ATL
1023,4/25/2005,BDL,DFW
1023,8/21/2007,ATL,GSO
1023,8/11/2007,SAT,MSP
1023,6/23/2005,SYR,PHL
1023,8/7/2005,ATL,DFW
1023,9/21/2005,DCA,MSP
1023,10/4/2005,IAH,MSP
1023,11/30/2004,SYR,PHL
1023,4/25/2004,IAH,MSY
1023,6/30/2004,PHL,TPA
1023,9/18/2004,MCI,TUL
1023,10/3/2008,PHL,TPA
1023,12/10/2008,IAD,ATL
1023,2/24/2007,EWR,MSP
1023,6/21/2008,PHL,TPA
1023,6/5/2008,AUS,SJC
1023,6/1/2008,FLL,ORD
1023,5/24/2006,BNA,HOU
1023,3/9/2006,BNA,HOU
1023,1/30/2006,PVD,PHL
1023,4/5/2006,IAH,MSP
1023,2/3/2006,PHL,TPA
1023,8/6/2006,PHL,ATL
1023,10/7/2006,HNL,KOA
1023,8/30/2006,ATL,GSO
1023,8/10/2006,PHL,ATL
1023,12/16/2007,MCO,DTW
1024,12/22/2007,SJU,PHL
1024,8/4/2004,FLL,DCA
1024,8/1/2004,FLL,DCA
1024,8/1/2004,ORD,MIA
1024,6/23/2005,DFW,MIA
1024,8/7/2005,DFW,MIA
1024,8/19/2005,MSY,SLC
1024,8/14/2005,MSP,LGA
1024,3/17/2005,DFW,MIA
1024,7/10/2007,JFK,BOS
1024,5/21/2004,ATL,ORD
1024,5/26/2004,FLL,DCA
1024,5/30/2004,ATL,ORD
1024,10/11/2006,KOA,HNL
1024,9/11/2006,SNA,DFW
1024,5/12/2006,JFK,BOS
1024,9/17/2006,SNA,DFW
1024,1/9/2007,EWR,ATL
1024,5/24/2008,ORD,FLL
1024,2/17/2006,SJU,PHL
1024,8/10/2008,SJU,PHL
1024,10/4/2005,DFW,MIA
1025,6/29/2007,AUS,DFW
1025,6/13/2007,PHX,BWI
1025,6/19/2007,PHX,BWI
1025,7/27/2007,PHX,BWI
1025,5/17/2005,SLC,SNA
1025,9/22/2005,ORD,MCI
1025,6/1/2004,PHX,BWI
1025,6/27/2004,DFW,SLC
1025,1/22/2005,PHX,BWI
1025,9/28/2008,CLT,MIA
1025,8/24/2006,MHT,CLT
1025,8/23/2006,BUF,ATL
1025,5/15/2006,CLT,MIA
1025,4/3/2007,RSW,ORD
1025,3/16/2007,PHX,BWI
1025,2/28/2008,FLL,MSP
1025,3/6/2008,CLT,MIA
1026,6/13/2004,CVG,CLE
1026,10/15/2004,FSD,MSP
1026,8/24/2004,DFW,MCI
1026,6/21/2007,LAX,JFK
1026,6/27/2007,LAX,JFK
1026,12/1/2006,DEN,MDW
1026,2/24/2007,DEN,MSP
1026,3/2/2007,DEN,MDW
1026,2/13/2007,DEN,MDW
1026,3/25/2007,DFW,MCI
1026,2/23/2004,PHX,MKE
1026,2/16/2006,DEN,MDW
1026,5/22/2008,DFW,MCI
1026,9/6/2008,DFW,MCI
1026,6/12/2006,BUR,ATL
1027,8/7/2006,OAK,LAS
1027,7/20/2007,JFK,IAH
1027,7/19/2007,JFK,IAH
1027,5/22/2007,JFK,IAH
1027,11/22/2007,JFK,IAH
1027,12/8/2005,SEA,MDW
1027,12/10/2005,SEA,MDW
1027,6/15/2004,BOS,PHL
1027,6/28/2004,BWI,IAH
1027,7/27/2004,BOS,PHL
1027,7/14/2004,BOS,PHL
1027,7/12/2004,BOS,PHL
1027,7/7/2004,BOS,PHL
1027,7/13/2008,ATL,PHX
1027,5/6/2008,DFW,DEN
1027,9/28/2008,PIT,PHL
1027,1/12/2005,BWI,DFW
1027,4/21/2007,JFK,IAH
1027,2/28/2007,MCO,BOS
1027,5/11/2004,BWI,IAH
1027,1/3/2004,ATL,VPS
1028,3/2/2008,DEN,DFW
1028,1/20/2008,LAX,ORD
1028,4/23/2008,DEN,DFW
1028,4/17/2008,DEN,DFW
1028,7/27/2006,FLL,BOS
1028,9/14/2007,PBI,ATL
1028,10/15/2007,ORF,DFW
1028,12/4/2004,ATL,SAT
1028,6/22/2005,ORD,PHL
1028,6/10/2005,ORD,PHL
1028,11/10/2008,DEN,DFW
1028,3/12/2006,STL,ORD
1028,7/8/2008,DEN,DFW
1028,6/21/2008,PIT,TPA
1029,5/27/2008,DEN,EWR
1029,6/8/2008,MCO,ORD
1029,8/15/2008,DEN,EWR
1029,5/18/2004,FLL,ORD
1029,8/31/2007,BUR,OAK
1029,5/24/2007,CMH,DFW
1029,7/11/2007,DEN,EWR
1029,5/23/2007,FLL,MSP
1029,8/20/2007,DEN,EWR
1029,8/17/2007,DEN,EWR
1029,7/8/2007,FLL,MSP
1029,8/21/2007,DEN,EWR
1029,2/13/2008,FLL,MSP
1029,3/18/2008,MCI,DFW
1029,6/19/2006,DEN,EWR
1029,7/4/2006,DFW,TUS
1029,7/21/2006,DEN,EWR
1029,8/12/2006,MCO,DFW
1029,6/17/2006,DFW,TUS
1029,8/16/2006,DEN,EWR
1029,9/17/2006,DFW,TUS
1029,3/30/2007,JAX,DFW
1029,2/23/2007,MSP,BZN
1029,12/27/2006,DFW,TUS
1029,6/21/2004,MDW,ATL
1029,6/4/2004,MHT,MCO
1029,9/16/2004,MDW,ATL
1029,1/12/2005,JAX,DFW
1029,7/2/2005,SDF,DFW
1029,7/27/2005,DEN,EWR
1029,7/21/2005,DEN,EWR
1029,7/19/2005,ATL,RDU
1029,8/12/2005,MHT,CLT
1029,7/28/2005,ATL,RDU
1029,8/8/2005,DEN,EWR
