flightnum,diverted_date,origin,dest
1239,2/25/2005,PHL,DFW
1239,3/18/2008,PHL,DFW
1239,2/3/2008,PHL,DFW
1239,5/27/2008,PHL,DFW
1239,4/8/2008,LAS,BUR
1239,9/14/2004,DCA,DFW
1239,6/2/2004,MSY,DFW
1239,1/7/2004,DFW,MFE
1239,10/7/2008,PHL,MSY
124,8/5/2005,IAD,BOS
124,6/16/2005,DEN,JFK
124,6/29/2005,DEN,JFK
124,6/23/2005,CLT,FLL
124,7/29/2007,STL,ATL
124,6/27/2007,MSP,LGA
124,7/8/2007,PHX,MSP
124,1/13/2007,DAL,TUL
124,1/10/2004,CLT,BDL
124,5/20/2005,TPA,ATL
124,5/26/2005,CLT,FLL
124,12/13/2005,ANC,SEA
124,6/11/2004,LAX,ORD
124,6/17/2008,ATL,DFW
124,7/6/2008,LAS,ATL
124,9/19/2008,PHX,MSP
124,7/10/2008,LAS,ATL
124,9/23/2008,PHX,MSP
124,2/17/2008,LAS,ATL
124,3/15/2008,LAS,ATL
1240,2/18/2008,TPA,PHL
1240,8/23/2007,MEM,ATL
1240,8/12/2007,DEN,OMA
1240,8/10/2007,SLC,DEN
1240,12/14/2008,TPA,PHL
1240,12/25/2008,SEA,SLC
1240,6/23/2006,SJC,DEN
1240,7/25/2005,ORD,PHL
1240,7/9/2005,SLC,DEN
1240,7/18/2008,DCA,EWR
1240,5/29/2004,SMF,DEN
1240,3/1/2004,OAK,LAS
1240,10/29/2004,DFW,DCA
1240,4/28/2007,TPA,BOS
1240,7/2/2004,SLC,DEN
1240,6/26/2004,SLC,DEN
1240,9/28/2004,FLL,PHL
1240,5/12/2005,PDX,DEN
1240,3/9/2005,LAX,ATL
1240,1/19/2005,DFW,DCA
1241,3/16/2005,ORD,SNA
1241,8/31/2006,BOS,TPA
1241,9/11/2006,DEN,SAN
1241,7/5/2006,ORD,SNA
1241,6/24/2006,CLT,DEN
1241,6/11/2006,CLT,DEN
1241,7/11/2007,IAH,DEN
1241,6/15/2007,LAS,BWI
1241,1/7/2008,BUR,PHX
1241,1/5/2006,MIA,SJU
1241,2/9/2006,IND,DEN
1241,11/5/2006,PHL,DFW
1241,11/19/2006,DEN,SAN
1241,11/20/2006,DEN,SAN
1241,9/14/2007,PNS,ATL
1241,9/10/2007,BHM,DFW
1241,7/27/2004,ATL,BWI
1241,4/27/2004,ORD,SAN
1241,6/26/2005,DCA,DEN
1241,10/4/2005,PHL,DEN
1241,7/8/2005,DCA,DEN
1241,8/6/2008,OMA,DEN
1241,5/6/2008,BWI,DFW
1241,8/15/2008,BWI,DFW
1241,2/6/2007,DEN,SAN
1241,4/24/2007,PHL,DFW
1241,4/3/2007,PHL,DFW
1241,10/4/2004,MCI,DFW
1241,12/23/2005,DEN,SAN
1241,11/15/2005,DEN,SAN
1242,10/30/2006,SNA,ORD
1242,5/30/2005,MHT,MCO
1242,9/6/2006,TPA,BOS
1242,8/3/2006,SMF,DEN
1242,5/15/2006,TPA,BOS
1242,12/29/2008,SJC,DFW
1242,5/12/2008,SMF,SAN
1242,3/18/2008,SJC,DFW
1242,10/30/2004,IAD,JAX
1242,4/3/2004,RNO,ORD
1242,6/21/2004,SAN,DFW
1242,6/9/2004,SAN,DFW
1242,10/22/2004,SAN,DFW
1242,7/16/2004,ORD,PVD
1242,7/5/2004,RIC,CLT
1242,7/28/2004,SAN,DFW
1242,5/27/2008,SJC,DFW
1242,6/17/2008,SJC,DFW
1243,10/10/2006,ORD,TUL
1243,12/1/2006,BHM,PHX
1243,6/26/2007,MCO,MDW
1243,7/16/2007,ORD,TUL
1243,9/19/2006,ATL,FLL
1243,7/8/2006,BHM,PHX
1243,8/30/2006,BHM,PHX
1243,4/19/2006,SNA,ATL
1243,1/30/2006,ROC,PHL
1243,2/16/2006,PVD,ORD
1243,1/12/2005,ORF,DTW
1243,9/18/2004,ONT,FLL
1243,10/6/2007,MHT,PHL
1243,10/18/2007,MHT,PHL
1243,3/2/2008,ORD,DSM
1243,5/2/2008,RIC,ORD
1243,3/10/2004,IAD,SJU
1243,7/6/2005,SNA,ATL
1243,7/15/2005,SNA,ATL
1243,7/24/2005,BHM,PHX
1243,10/28/2005,PHL,CLT
1243,5/15/2007,MCO,MDW
1243,5/31/2007,MCO,MDW
1243,5/26/2007,MCO,MDW
1244,6/2/2006,BNA,ATL
1244,9/13/2006,ORD,DTW
1244,12/9/2006,OAK,GEG
1244,6/3/2007,ORD,DTW
1244,7/7/2005,PHX,DFW
1244,6/4/2004,SFO,IAH
1244,6/25/2004,LGB,DFW
1244,10/3/2004,CLT,JAX
1244,1/1/2005,IAD,IND
1244,1/22/2005,ORD,DTW
1244,3/29/2005,BUR,DFW
1244,1/12/2005,PDX,ORD
1244,5/13/2004,AUS,ORD
1244,1/26/2004,IND,CLT
1244,10/8/2007,SFO,DFW
1244,12/16/2007,ORD,DTW
1244,12/9/2007,ORD,DTW
1245,10/27/2007,DTW,ORD
1245,10/12/2007,DTW,ORD
1245,10/1/2006,DTW,ORD
1245,12/20/2008,BOS,DFW
1245,2/18/2006,ATL,OAK
1245,4/20/2006,RDU,ATL
1245,3/15/2007,LAS,AUS
1245,2/8/2007,OMA,DEN
1245,2/29/2004,MCO,ORD
1245,2/5/2004,ORD,MSY
1245,11/24/2004,MIA,ATL
1245,6/6/2007,DFW,DEN
1245,4/5/2008,PHL,TPA
1245,3/8/2008,MDW,EWR
1245,1/26/2008,SJC,ATL
1246,1/8/2006,PDX,ORD
1246,12/5/2007,MSP,ORD
1246,12/28/2007,TPA,CLT
1246,11/23/2005,JAX,CVG
1246,7/4/2006,CVG,EWR
1246,10/17/2006,ORD,MHT
1246,4/21/2004,MCI,OKC
1246,3/5/2004,ORD,MHT
1246,7/5/2005,ORD,PIT
1246,7/8/2004,ORD,MHT
1246,3/8/2005,CVG,LGA
1246,1/13/2005,MIA,LGA
1247,1/5/2005,MIA,ORD
1247,9/4/2006,BOS,TPA
1247,8/3/2006,BNA,TPA
1247,2/19/2006,MCI,BNA
1247,3/8/2006,DTW,ORD
1247,1/20/2006,DTW,ORD
1247,5/28/2008,MIA,ORD
1247,5/2/2008,MIA,ORD
1247,4/11/2008,EWR,MDW
1247,11/5/2005,HOU,MCO
1247,11/26/2008,ORD,LAX
1247,7/22/2004,CAE,IAD
1247,7/28/2004,LAX,HOU
1247,8/1/2004,CLT,FLL
1247,11/29/2006,ABQ,MCI
1247,12/29/2006,LAX,ABQ
1247,8/20/2007,ORD,OMA
1247,8/19/2007,MIA,ORD
1247,8/28/2007,ORD,OMA
1247,1/13/2007,ABQ,MCI
1247,1/14/2007,ABQ,MCI
1247,7/14/2005,LAX,HOU
1247,8/9/2005,ORF,CLT
1247,9/23/2005,LAX,HOU
1247,8/14/2005,LAX,HOU
1247,9/28/2005,BDL,DFW
1247,8/15/2005,LAX,HOU
1247,8/23/2005,BDL,DFW
1247,7/13/2005,LAX,HOU
1248,7/10/2005,MDW,LAS
1248,1/19/2005,CLT,DCA
1248,9/1/2006,CLT,TPA
1248,5/15/2006,TPA,BOS
1248,9/14/2008,MCO,CVG
1248,6/26/2008,LAX,CVG
1248,6/24/2008,ORD,CVG
1248,12/21/2008,DCA,BDL
1248,9/14/2004,MDW,LAS
1248,9/30/2004,IAD,SAV
1248,11/23/2004,ATL,DFW
1248,10/30/2004,IAD,SAV
1248,12/20/2004,BWI,MDW
1248,5/21/2004,PHX,ORD
1249,5/27/2004,DCA,DFW
1249,5/3/2004,DCA,FLL
1249,9/1/2006,BUF,DCA
1249,8/8/2006,DCA,MIA
1249,6/25/2006,PHL,ATL
1249,6/21/2005,PHL,ATL
1249,8/4/2005,DCA,FLL
1249,7/19/2005,PHL,ATL
1249,2/12/2006,BOS,TPA
1249,2/12/2006,IAH,SFO
1249,5/4/2005,DCA,FLL
1249,5/26/2005,DCA,FLL
1249,3/30/2008,DCA,FLL
1249,12/28/2007,BOS,CLT
1249,8/5/2008,AUS,DEN
1249,7/23/2008,AUS,DEN
1249,8/7/2008,BDL,DCA
1249,8/22/2008,DCA,FLL
1249,12/14/2006,TPA,HOU
1249,10/18/2006,CLE,DTW
1249,11/16/2006,BDL,DCA
1249,4/20/2007,PHL,ATL
1249,7/11/2004,PVD,DCA
1249,10/10/2004,CLT,DTW
1249,6/1/2004,DCA,DFW
1249,8/23/2004,DCA,FLL
1249,7/31/2004,DCA,FLL
1249,7/19/2004,DCA,FLL
1249,8/29/2007,PHL,ATL
1249,6/12/2007,DCA,FLL
1249,8/8/2007,ORD,MCI
1249,7/29/2007,BDL,DCA
125,6/2/2007,ATL,TPA
125,8/19/2007,STL,DEN
125,5/2/2008,HNL,PHX
125,1/29/2008,SAN,ONT
125,1/29/2008,BOI,SAN
125,5/4/2008,HNL,PHX
125,3/12/2008,RSW,PHL
125,1/12/2004,SAN,SJC
125,11/14/2005,SFO,SNA
125,11/25/2005,SFO,SNA
125,11/15/2005,SFO,SNA
125,2/3/2006,ATL,TPA
125,3/10/2006,ORD,MSP
125,7/12/2004,MHT,PHL
125,9/14/2004,ORD,LAX
125,5/23/2008,ATL,TPA
125,8/14/2008,MSP,PHX
125,8/24/2008,ATL,LAX
125,7/18/2008,ORD,ANC
125,11/5/2004,PHL,DEN
125,2/14/2007,MSP,PHX
125,10/13/2008,BNA,DTW
125,12/5/2008,PHL,AUS
1250,2/6/2008,HOU,MDW
1250,1/29/2008,HOU,MDW
1250,2/16/2008,ATL,ROC
1250,3/7/2008,MDW,CMH
1250,6/2/2006,CLT,PHL
1250,5/12/2006,IAD,BOS
1250,8/16/2007,FLL,ATL
1250,8/26/2007,FLL,ATL
1250,2/12/2004,RDU,PHL
1250,1/25/2004,BHM,SDF
1250,6/3/2005,SNA,DFW
1250,4/21/2005,SAN,SFO
1250,6/17/2004,GSO,PHL
1250,8/4/2004,SRQ,CVG
1250,8/1/2004,GSO,PHL
1250,8/11/2004,GSO,PHL
1250,8/12/2004,GSO,PHL
1250,8/30/2004,GSO,PHL
1250,6/28/2004,SRQ,CVG
1250,10/23/2004,SRQ,CVG
1250,10/23/2004,MSY,PHL
1250,7/14/2004,GSO,PHL
1250,7/23/2004,GSO,PHL
1250,7/27/2004,GSO,PHL
1250,2/2/2006,ATL,TLH
1250,12/28/2007,DFW,ATL
1250,12/15/2006,AUS,DFW
1250,7/13/2008,DFW,ATL
1251,5/14/2008,RIC,DFW
1251,6/10/2008,LAX,HOU
1251,6/21/2008,CVG,TPA
1251,6/1/2008,HOU,LIT
1251,6/4/2005,SLC,ORD
1251,4/17/2008,RIC,DFW
1251,2/29/2008,DTW,BNA
1251,2/6/2008,ATL,SEA
1251,10/31/2005,CLT,DFW
1251,9/28/2006,BOS,ORD
1251,7/23/2007,ORD,LAS
1251,11/29/2006,BOS,IAD
1251,11/6/2006,BOS,ORD
1251,5/14/2007,PHX,DEN
1251,4/5/2005,BHM,DFW
1251,4/25/2005,SMF,DEN
1252,1/13/2005,LAS,MHT
1252,3/19/2005,SJC,IAH
1252,6/7/2008,CVG,BWI
1252,5/26/2004,ABQ,CVG
1252,3/5/2004,LAS,MHT
1252,12/30/2006,RSW,DCA
1252,6/6/2004,LAS,MHT
1252,6/27/2004,SJC,DEN
1252,7/8/2004,LAS,MHT
1252,6/5/2004,LAS,MHT
1252,5/11/2007,MSY,ATL
1252,11/21/2004,LAS,MHT
1252,4/1/2006,DTW,TVC
1253,1/30/2006,ALB,PHL
1253,7/22/2008,DCA,JAX
1253,9/24/2006,MEM,MSY
1253,9/11/2006,EWR,MEM
1253,12/26/2008,MIA,ORD
1253,12/9/2008,MIA,ORD
1253,3/29/2007,AUS,DAL
1253,2/20/2004,TPA,CVG
1253,5/15/2007,EWR,MEM
1253,7/1/2007,ORF,DFW
1253,6/3/2007,ORF,DFW
1253,6/26/2007,AUS,DAL
1253,8/18/2007,EWR,MEM
1253,5/21/2007,ORF,DFW
1253,5/1/2004,TPA,CVG
1254,8/21/2004,DEN,IAH
1254,9/13/2004,SAV,IAD
1254,6/12/2006,SJC,ATL
1254,8/21/2006,ATL,RSW
1254,7/15/2006,SJC,ATL
1254,6/19/2008,LAX,MIA
1254,7/8/2005,MSY,CVG
1254,6/8/2005,DFW,MCI
1254,7/25/2005,MSY,CVG
1254,1/28/2005,DFW,MCI
1254,1/13/2008,LAX,MIA
1254,4/24/2008,LAX,MIA
1254,1/28/2008,LAX,MIA
1254,5/20/2007,LAX,MIA
1254,11/14/2008,LAX,MIA
1254,11/22/2004,DEN,IAH
1254,5/13/2004,DEN,IAH
1254,1/26/2004,MCI,CLT
1254,10/9/2007,MEM,EWR
1254,9/4/2007,SFO,SLC
1254,4/2/2007,VPS,MEM
1255,4/2/2007,EWR,MEM
1255,1/12/2007,EWR,MEM
1255,8/22/2006,GSO,DFW
1255,8/5/2006,GSO,DFW
1255,7/22/2004,CLT,DEN
1255,8/1/2004,ATL,MIA
1255,6/19/2004,IAD,DFW
1255,6/25/2004,IAD,DFW
1255,5/31/2006,DTW,PHX
1255,3/16/2006,SJU,ORD
1255,3/20/2006,GSO,DFW
1255,12/28/2005,SEA,SLC
1255,6/19/2008,EWR,OMA
1255,6/16/2008,BOS,IAD
1255,10/13/2007,PDX,SJC
1255,6/25/2007,MCI,DFW
1255,10/16/2006,MEM,IAH
1255,5/29/2004,MSP,DEN
1255,12/20/2008,MEM,MCI
1255,12/24/2004,EWR,DFW
1256,7/12/2006,MEM,EWR
1256,7/18/2006,MEM,EWR
1256,6/22/2006,MIA,BWI
1256,1/12/2005,MIA,BWI
1256,1/5/2006,ORD,SJU
1256,6/27/2005,TPA,CLT
1256,12/23/2008,OAK,MDW
1256,12/16/2008,OAK,MDW
1256,10/20/2007,MIA,LGA
1256,8/11/2008,MIA,LGA
1256,7/8/2008,TPA,CLT
1256,8/10/2008,CLT,EWR
1256,2/22/2008,MIA,LGA
1256,1/19/2008,TPA,CLT
1256,2/4/2008,MSY,MDW
1256,3/8/2008,MIA,LGA
1256,2/6/2008,MSY,MDW
1256,4/12/2004,MSP,IAD
1256,5/5/2004,CLT,EWR
1256,7/27/2007,MEM,EWR
1256,6/3/2007,MEM,EWR
1256,8/18/2007,DFW,MEM
1257,6/3/2007,DAY,DFW
1257,5/30/2007,PHL,DFW
1257,6/16/2007,MDW,HOU
1257,5/30/2007,DAY,DFW
1257,6/12/2007,BOS,IAD
1257,3/16/2006,IAD,MSP
1257,12/6/2004,BDL,DFW
1257,12/20/2004,BDL,DFW
1257,12/10/2004,CVG,ATL
1257,11/3/2005,ATL,EWR
1257,1/12/2005,BDL,DFW
1257,7/29/2004,PIT,RDU
1257,6/13/2004,PIT,TPA
1257,6/28/2004,ATL,OAK
1257,10/1/2004,IAD,MSP
1257,6/29/2004,PIT,TPA
1257,6/1/2004,CMH,DFW
1257,6/2/2004,CMH,DFW
1257,5/25/2004,PHX,LAX
1257,12/10/2007,MCI,OKC
1257,8/9/2005,SJC,RNO
1257,7/7/2005,BOS,DFW
1257,7/23/2005,IAD,MSP
1257,8/19/2005,IAD,MSP
1257,6/8/2005,MDW,STL
1257,8/8/2005,IAD,MSP
1257,6/29/2005,IAD,MSP
1257,7/26/2005,STL,PHX
1257,12/25/2008,DCA,MSY
1257,7/8/2008,IND,DFW
1258,7/7/2008,MSP,IAD
1258,7/22/2008,ORD,TPA
1258,8/24/2007,ORD,TPA
1258,8/8/2007,MSP,IAD
1258,2/13/2007,ATL,PHL
1258,12/9/2005,DFW,BDL
1258,6/16/2006,ORD,TPA
1258,9/26/2007,FSD,MSP
1258,8/2/2004,MSP,IAD
1258,8/12/2004,MSP,IAD
1258,9/17/2004,SAV,IAD
1258,7/22/2004,MSP,IAD
1258,6/25/2004,MSP,IAD
1258,1/4/2004,SDF,MDW
1258,6/29/2005,SAV,IAD
1258,6/22/2005,CMH,PHL
1258,6/13/2005,MSP,IAD
1258,11/10/2006,LAS,HOU
1258,12/26/2006,PDX,RNO
1259,11/23/2006,ORD,SFO
1259,1/3/2006,SJU,ORD
1259,1/28/2006,SJU,ORD
1259,1/12/2005,IAH,SNA
1259,1/12/2005,SAV,IAD
1259,10/7/2004,IAH,SNA
1259,11/23/2004,IAH,SNA
1259,12/8/2008,BWI,CVG
1259,9/10/2006,ATL,MEM
1259,6/25/2006,BOS,IAD
1259,4/10/2004,DCA,IAH
1259,2/16/2008,IAD,DFW
1259,1/22/2008,IAD,DFW
1259,4/11/2008,MHT,ORD
1259,8/2/2004,DEN,GEG
1259,7/9/2004,IAH,DEN
126,7/7/2004,LAS,BUR
126,10/27/2004,LAS,BUR
126,7/21/2008,MSP,ORD
126,5/31/2008,DEN,JFK
126,4/13/2006,LAX,ORD
126,8/16/2007,STL,HOU
126,6/16/2007,DEN,JFK
126,6/27/2007,DEN,JFK
126,8/17/2007,DEN,JFK
126,7/11/2007,DEN,JFK
126,6/22/2007,DEN,DFW
126,4/25/2007,STL,HOU
126,3/13/2007,DEN,DFW
126,5/6/2007,STL,HOU
126,8/7/2005,ANC,SEA
126,6/30/2005,ANC,SEA
126,8/7/2005,DEN,DFW
126,7/13/2005,MSY,JFK
126,5/11/2004,LAS,BUR
126,10/25/2008,DEN,JFK
126,8/2/2006,LAX,ORD
126,7/4/2006,DEN,DFW
126,8/7/2006,DEN,DFW
126,8/2/2006,PHX,PHL
126,7/21/2006,DEN,JFK
1260,6/27/2007,DFW,EWR
1260,6/22/2007,DFW,EWR
1260,6/21/2007,DFW,EWR
1260,7/5/2007,DFW,EWR
1260,7/18/2007,IAD,BOS
1260,11/5/2006,LAS,DFW
1260,9/16/2004,HOU,LAS
1260,8/2/2004,DEN,IAD
1260,8/12/2004,DEN,IAD
1260,7/19/2004,IAD,PWM
1260,10/15/2004,DEN,IAD
1260,8/16/2004,HOU,LAS
1260,7/15/2004,IAD,PWM
1260,8/13/2004,IAD,PWM
1260,9/9/2004,HOU,LAS
1260,8/31/2004,IAD,PWM
1260,6/5/2008,PIT,SFO
1260,6/22/2008,LAX,FLL
1260,7/2/2008,LAX,FLL
1260,8/22/2008,LAX,FLL
1260,12/23/2007,LAX,FLL
1260,12/23/2004,MSP,IAD
1260,10/1/2004,IAD,PWM
1260,4/15/2007,ATL,LGA
1260,3/24/2007,MSP,GRR
1260,2/21/2007,MSP,GRR
1260,1/25/2007,MEM,PHL
1261,7/30/2004,IAD,MSP
1261,8/21/2004,IAD,PWM
1261,8/14/2004,DFW,SAT
1261,6/27/2006,ATL,MIA
1261,9/27/2006,MDW,PHL
1261,5/15/2006,ATL,MIA
1261,6/8/2006,MDW,PHL
1261,6/23/2006,EWR,CLT
1261,2/21/2005,IAD,PWM
1261,4/6/2005,ORD,PDX
1261,12/6/2005,ATL,TUS
1261,10/2/2006,SEA,MDW
1261,5/29/2006,SEA,MDW
1261,3/21/2006,ATL,TUS
1261,3/14/2006,ATL,TUS
1261,4/27/2006,MDW,PHL
1261,2/23/2006,ATL,TUS
1261,2/6/2006,ATL,TUS
1261,11/25/2004,IAD,PWM
1261,11/22/2004,DFW,SAT
1261,10/6/2008,PIT,SFO
1261,12/21/2008,BOS,SLC
1261,10/2/2007,IAD,MSP
1261,5/30/2004,FLL,ORD
1261,5/13/2004,TUL,HOU
1261,6/20/2005,IAD,MSP
1261,5/8/2005,STL,SAT
1261,8/9/2005,IAD,MSP
1261,10/12/2005,PHL,ORF
1261,6/29/2005,CLT,JAX
1262,7/6/2005,BDL,ATL
1262,3/5/2007,MIA,JFK
1262,3/11/2007,MIA,JFK
1262,4/8/2007,MIA,JFK
1262,8/4/2004,MSP,IAD
1262,8/11/2004,MIA,JFK
1262,7/7/2004,MSP,IAD
1262,6/16/2004,DEN,TUL
1262,6/2/2004,DEN,TUL
1262,3/20/2005,CLT,DCA
1262,1/24/2005,CLT,DCA
1262,2/21/2005,BDL,ATL
1262,5/13/2004,DEN,TUL
1262,1/7/2004,PHL,PIT
1262,4/4/2008,AUS,ATL
1262,3/17/2008,AUS,ATL
1262,6/8/2008,SNA,ORD
1262,10/27/2007,PHL,MHT
1263,12/31/2007,JFK,ATL
1263,10/29/2004,IAD,MSP
1263,8/29/2004,ORD,ELP
1263,6/11/2004,IAD,MSP
1263,10/13/2005,MSP,RAP
1263,7/25/2005,IAD,MSP
1263,12/6/2006,ATL,TUS
1263,8/23/2007,BOS,AUS
1263,8/18/2007,IAD,MSP
1263,4/18/2004,IAD,MSP
1263,1/3/2006,IAD,MSP
1263,3/13/2006,GRR,MSP
1263,3/16/2006,BOS,AUS
1263,2/19/2005,IAD,PWM
1263,3/5/2008,ATL,MIA
1263,12/16/2008,IAD,MSP
1264,12/19/2008,AUS,BOS
1264,8/29/2004,IAD,PWM
1264,6/1/2006,MSP,IAD
1264,5/12/2006,AUS,BOS
1264,7/21/2006,AUS,BOS
1264,7/11/2006,AUS,BOS
1264,6/23/2005,MIA,PHL
1264,6/29/2005,LAX,ORD
1264,7/28/2005,MIA,PHL
1264,7/8/2005,MIA,PHL
1264,11/14/2005,LAX,SLC
1264,2/14/2007,MIA,PHL
1264,3/7/2007,MIA,PHL
1264,3/16/2007,AUS,PWM
1264,4/6/2007,MIA,PHL
1264,2/1/2008,SLC,MCO
1264,3/18/2008,ONT,DFW
1264,4/17/2008,SLC,DFW
1264,1/26/2008,SLC,MCO
1264,7/30/2008,SLC,DFW
1264,8/10/2008,AUS,BOS
1264,6/5/2008,SLC,DFW
1264,6/20/2008,SNA,SLC
1264,6/1/2007,AUS,BOS
1264,6/13/2007,SLC,MCO
1264,1/10/2005,MIA,PHL
1264,2/23/2005,MIA,PHL
1264,1/14/2006,SLC,MCO
1265,5/27/2006,MCI,LAX
1265,12/19/2008,LAS,SLC
1265,7/6/2005,IAD,PWM
1265,6/16/2004,PHL,ORD
1265,9/7/2004,IAD,PWM
1265,8/30/2004,IAD,PWM
1265,7/27/2004,IAD,PWM
1265,6/16/2006,IAD,MSP
1265,1/12/2005,PHL,ORD
1265,1/13/2005,IAD,PWM
1265,3/18/2005,GRR,MSP
1265,2/18/2008,PHL,MCO
1265,5/12/2004,IAD,DFW
1265,5/21/2004,PHL,ORD
1265,5/9/2004,MSN,MSP
1265,2/21/2007,BOS,CMH
1265,3/30/2007,IAD,DFW
1265,5/30/2007,PHL,DFW
1265,10/10/2004,IAD,PWM
1265,10/1/2004,IAD,PWM
1265,11/28/2004,IAD,PWM
1265,8/4/2008,PHL,ORD
1265,5/2/2008,PHL,ORD
1265,7/30/2008,PHL,ORD
1266,6/22/2004,DFW,IAD
1266,7/7/2004,DFW,IAD
1266,7/19/2005,ORD,ATL
1266,10/29/2005,BOS,SJU
1266,1/2/2006,SAT,ORD
1266,1/1/2006,BOS,SJU
1266,3/4/2008,ATL,RDU
1266,7/1/2006,MDW,TPA
1266,7/22/2006,ORD,EWR
1266,6/25/2006,MSP,IAD
1266,1/13/2005,BNA,ATL
1266,7/27/2007,ATL,RDU
1266,5/3/2004,SJU,MIA
1266,4/12/2004,DFW,IAD
1267,4/23/2004,DFW,OKC
1267,8/14/2005,STT,ATL
1267,7/6/2005,STT,ATL
1267,10/4/2005,JAX,MSP
1267,12/31/2007,MSP,ATL
1267,7/7/2004,CMH,DEN
1267,6/17/2004,BWI,BUF
1267,6/25/2004,DFW,SAT
1267,7/15/2004,CMH,DEN
1267,7/2/2008,BOS,MIA
1267,12/25/2008,DTW,SLC
1267,12/22/2008,DTW,SLC
1267,1/2/2006,STT,ATL
1267,5/8/2006,JAX,MSP
1267,1/1/2006,STT,ATL
1267,1/18/2005,DCA,ORD
1267,8/24/2006,GRR,MSP
1267,1/18/2007,BOS,CLT
1268,4/24/2007,SMF,DFW
1268,7/11/2008,SNA,SLC
1268,12/29/2006,ELP,DFW
1268,8/7/2006,SMF,DFW
1268,8/10/2007,CVG,DEN
1268,6/27/2007,SMF,DFW
1268,6/25/2007,SMF,DFW
1268,5/13/2007,SMF,DFW
1268,6/22/2007,SMF,DFW
1268,8/30/2007,SMF,DFW
1268,5/29/2007,CVG,DEN
1268,7/3/2007,SMF,DFW
1268,7/29/2007,SMF,DFW
1268,6/26/2007,SMF,DFW
1268,12/9/2004,BHM,PHX
1268,11/22/2004,BUR,DFW
1268,1/12/2005,EWR,LAS
1268,1/13/2005,CVG,LGA
1268,1/12/2005,SMF,DFW
1268,12/25/2008,SLC,SNA
1268,12/25/2008,SEA,SLC
1268,4/3/2006,SJU,IAD
1268,2/4/2006,SJU,IAD
1268,1/14/2006,SLC,LGA
1269,7/8/2008,SJU,DFW
1269,4/24/2007,SJU,DFW
1269,2/13/2004,PBI,DCA
1269,5/8/2004,SJU,DFW
1269,8/2/2004,PWM,IAD
1269,7/28/2004,SJU,DFW
1269,8/14/2005,SJU,DFW
1269,10/8/2005,BWI,MSP
1269,12/25/2008,MCO,SLC
1269,4/23/2008,SJU,DFW
1269,5/2/2007,SJU,DFW
1269,8/7/2007,SJU,DFW
127,8/4/2007,JFK,SAN
127,8/4/2004,PHL,SAN
127,6/1/2004,ORD,MSP
127,7/23/2004,ORD,MSP
127,9/14/2004,ORD,LAX
127,9/14/2004,JFK,SAN
127,6/21/2008,ATL,TPA
127,1/3/2006,PHL,SAN
127,2/13/2006,JFK,SAN
127,1/12/2006,PHL,SAN
127,3/12/2006,PHL,SAN
127,1/19/2006,PHL,SAN
127,2/16/2006,PHL,SAN
127,2/17/2006,PHL,SAN
127,2/18/2006,PHL,SAN
127,2/19/2006,PHL,SAN
127,2/20/2006,PHL,SAN
127,2/21/2006,PHL,SAN
127,2/22/2006,PHL,SAN
127,1/2/2006,PHL,SAN
127,12/31/2005,PHL,SAN
127,11/15/2005,JFK,SAN
127,12/23/2005,JFK,SAN
127,11/13/2005,JFK,SAN
127,11/15/2005,PHL,SAN
127,5/14/2004,PHL,SAN
127,5/4/2004,PHL,SAN
127,4/27/2004,JFK,SAN
127,3/11/2007,PHX,SNA
127,12/5/2007,JFK,SAN
127,1/12/2008,JFK,SAN
127,1/12/2008,JFK,SAN
127,4/18/2008,JFK,SAN
127,2/23/2008,JFK,SAN
127,3/24/2008,JFK,SAN
127,6/17/2005,JFK,SAN
127,11/19/2006,JFK,SAN
127,12/29/2006,IAH,ABQ
127,6/3/2006,JFK,SAN
127,8/29/2006,PHL,SAN
127,8/10/2006,JFK,SAN
127,12/26/2008,BUF,ORD
127,12/30/2008,JFK,SAN
127,4/11/2005,PHL,SAN
127,12/15/2004,JFK,SAN
127,11/28/2004,PHL,SAN
127,12/15/2004,PHL,SAN
1270,2/24/2007,BZN,MSP
1270,1/5/2007,BDL,ATL
1270,9/2/2008,LAX,ELP
1270,8/16/2004,SJU,EWR
1270,9/17/2004,PWM,IAD
1270,9/30/2004,ATL,RSW
1270,7/28/2004,ATL,RSW
1270,7/22/2004,PWM,IAD
1270,2/13/2004,RSW,CVG
1270,3/21/2004,RSW,CVG
1270,4/20/2005,SLC,DEN
1270,6/22/2005,MEM,ATL
1270,6/26/2005,ATL,LGA
1270,8/23/2005,ATL,LGA
1270,9/19/2005,BZN,MSP
1270,6/2/2005,ATL,LGA
1270,7/25/2005,ATL,LGA
1270,11/14/2007,IAD,EWR
1270,12/20/2007,SJU,BOS
1270,12/14/2008,MSP,PHL
1270,7/10/2006,HOU,OKC
1271,9/17/2006,ATL,DFW
1271,9/1/2006,RIC,DFW
1271,6/12/2004,ORD,OMA
1271,8/27/2004,ATL,MCI
1271,6/12/2004,ATL,MCI
1271,2/24/2007,MCO,DFW
1271,2/23/2007,MSP,BZN
1271,1/10/2007,MSP,BZN
1271,8/1/2007,ATL,DFW
1271,8/30/2007,ATL,DFW
1271,6/25/2007,ATL,DFW
1271,7/11/2007,ATL,DFW
1271,12/15/2004,MCI,LAX
1271,5/6/2008,DCA,DFW
1271,7/10/2008,RSW,ATL
1271,6/28/2008,ATL,MSY
