flightnum,origin,dest
824,MCI,ATL
850,SNA,ATL
871,RSW,ATL
884,DEN,ATL
1050,MSY,ATL
1066,DFW,ATL
1166,LIT,ATL
1204,DEN,ATL
1220,LAX,ATL
1276,PDX,ATL
1298,PHL,ATL
1517,MOB,ATL
1546,RDU,ATL
1568,CHS,ATL
1569,VPS,ATL
1600,COS,ATL
1676,PDX,ATL
1703,SRQ,ATL
1708,PBI,ATL
1731,MSP,ATL
1736,SJC,ATL
1761,BDL,ATL
1784,BTR,ATL
1816,RDU,ATL
1855,GSP,ATL
1877,PIT,ATL
541,LAX,OGG
1204,ATL,LGA
1705,ATL,PHL
2088,LAX,TPA
548,LAX,CVG
855,ATL,FLL
1270,ATL,RSW
1957,LGA,DCA
4124,TRI,ATL
4159,ATL,HPN
4165,FWA,ATL
4172,LEX,ATL
4173,BUF,ATL
4177,ICT,ATL
4193,MYR,ATL
4201,DFW,DCA
4211,MEI,ATL
4253,JAX,DFW
4254,ISP,ATL
4284,ATL,LEX
4310,ATL,BUF
4320,MHT,ATL
4324,MOB,DFW
4342,DFW,RDU
4350,AGS,ATL
4398,ILM,ATL
4408,SBN,ATL
4417,MGM,DFW
4419,EYW,ATL
4427,XNA,ATL
4434,SHV,ATL
4459,ATL,BQK
4485,SAT,DFW
4494,DFW,CHS
4506,JFK,DFW
4522,GTR,ATL
4538,ATL,CRW
4540,BTR,ATL
4572,ATL,CRP
4605,EYW,ATL
4611,IAD,ATL
4658,LWB,ATL
4668,CHS,DFW
4671,ATL,AGS
4680,TUS,DFW
4692,PBI,DFW
4701,DFW,BPT
4741,BQK,ATL
4753,ATL,ROA
702,ATL,DAY
443,DFW,LAX
181,DCA,RSW
153,ATL,MSY
627,MKE,TPA
559,BUF,ATL
447,BWI,ATL
940,JAX,ATL
220,MCO,ATL
530,MEM,ATL
987,PIT,ATL
468,ATL,BWI
830,ATL,MDW
143,BMI,ATL
575,EWR,ATL
987,PIT,ATL
856,PNS,ATL
218,ATL,CAK
407,BOS,LAX
620,PHX,OAK
110,SFO,LAS
617,ATL,PHX
409,BOS,LAX
113,DFW,LAS
301,JFK,LAX
397,LAS,DFW
616,PHX,ATL
219,LAS,EWR
841,PHX,RDU
475,BUR,PHX
627,MKE,PHX
277,SEA,PHX
770,SMF,PHX
831,EWR,LAS
888,LAS,FLL
776,LAS,BWI
891,SEA,LAS
116,LAS,LAX
610,PHX,ATL
898,LAS,SEA
250,PHX,PHL
647,PIT,PHX
3494,SBA,DFW
3496,CLE,DFW
3578,CID,DFW
3588,DAY,DFW
3602,MKE,DFW
3612,HOU,DFW
3638,LBB,DFW
3678,DSM,DFW
3738,CVG,DFW
3764,SGF,DFW
3776,CVG,DFW
3818,TUL,DFW
3834,IAH,DFW
4035,ORD,PWM
4035,ORD,PWM
4035,ORD,PWM
4041,ORD,DBQ
4050,ORD,IAD
4169,ORD,RIC
4274,PWM,ORD
4274,PWM,ORD
4274,PWM,ORD
4331,MQT,TVC
4451,PWM,ORD
4451,PWM,ORD
4536,BOS,RDU
4552,BOS,RDU
4552,BOS,RDU
4554,CMH,RDU
4583,BDL,RDU
4589,EWR,RDU
4610,DCA,RDU
4613,PHL,RDU
4660,BOS,RDU
4663,DCA,RDU
4732,CMH,RDU
4757,JFK,DCA
4876,LGA,XNA
4880,XNA,LGA
4890,LGA,PWM
4890,LGA,PWM
4970,DCA,LGA
4971,LGA,DCA
107,MSP,PHX
112,PHX,MSP
185,MSP,SAN
186,SAN,MSP
195,MSP,SJC
210,SEA,DTW
246,PVD,DTW
273,BWI,DTW
273,DTW,SAN
303,MSP,LAX
331,DTW,LAX
336,LAX,DTW
398,MSP,PVD
406,MSP,FAR
467,DTW,ATL
497,IND,MSP
541,LGA,DTW
589,MSP,PDX
607,MSP,FAR
614,MSP,ATL
682,MSP,PHL
687,PHL,MSP
687,PHL,MSP
689,MSP,DFW
689,PHL,MSP
695,DTW,DFW
698,DFW,DTW
699,DTW,DFW
705,DCA,DTW
706,FCA,GTF
706,FCA,GTF
708,MSP,FAR
708,MSP,FAR
745,DTW,MSP
757,DTW,MSP
763,DTW,MSP
781,MSP,LAS
21,JFK,LAX
75,IAD,LAX
119,EWR,LAX
127,JFK,SAN
133,JFK,LAX
145,BOS,LAX
152,LAX,EWR
181,JFK,LAX
202,SJC,JFK
223,BOS,LAX
225,BOS,SAN
241,JFK,LGB
241,JFK,LGB
271,JFK,PHX
277,MIA,LAX
287,JFK,SJC
291,JFK,LGB
336,ORD,LGA
342,ORD,LGA
368,SFO,DFW
384,LAX,FLL
388,BUR,DFW
395,BWI,DFW
458,SLC,DFW
542,SAN,DFW
544,DFW,ATL
544,DFW,ATL
550,SNA,DFW
568,ORD,FLL
573,IND,DFW
590,SJC,DFW
601,SJU,DFW
609,ATL,DFW
652,DFW,MIA
663,DFW,LAS
717,LGA,STL
717,STL,LAX
729,ORD,LAX
739,DFW,SNA
741,ORD,RNO
762,DFW,LGA
766,DFW,LGA
769,LGA,DFW
795,MIA,STT
823,MIA,LAX
828,AUS,ORD
877,ORF,DFW
970,MIA,DFW
971,IAD,MIA
1008,LAS,DFW
1016,LAS,DFW
1075,MCO,SJU
1078,MIA,LGA
1087,PHL,DFW
1088,BNA,LGA
1097,STL,SEA
1097,STL,SEA
1103,BOS,ORD
1150,FAT,DFW
1166,PDX,DFW
1173,SAN,DFW
1189,BWI,DFW
1199,IAD,DFW
1200,SFO,DFW
1210,DFW,ATL
1221,CMH,DFW
1228,MIA,ATL
1239,DCA,DFW
1283,ORD,LAX
1301,ORD,SEA
1307,BNA,LAX
1307,BNA,LAX
1343,DFW,LGB
1368,MCO,LGA
1386,DFW,FLL
1407,AUS,LAX
1412,SLC,DFW
1415,BOS,DFW
1439,DFW,SAN
1468,FLL,LGA
1474,BUR,DFW
1507,DFW,ABQ
1540,TUS,DFW
1557,DFW,SNA
1581,MDW,DFW
1649,DFW,ONT
1649,DFW,ONT
1663,DCA,DFW
1673,MFE,DFW
1679,ATL,MIA
1720,DFW,IAD
1729,ATL,DFW
1737,MCI,DFW
1759,STL,SFO
1763,ORD,SNA
1773,FLL,LAX
1773,FLL,LAX
1775,BNA,DFW
1840,RNO,ORD
1848,FAT,DFW
1873,STL,DFW
1922,DFW,BDL
1926,TUS,ORD
1961,DFW,SAN
1969,ORD,ATL
1969,ORD,ATL
1978,MIA,ATL
2006,STL,DCA
2022,COS,DFW
2028,STL,LGA
2029,RIC,DFW
2049,DFW,ONT
2060,SMF,DFW
2077,MCO,DFW
2083,FLL,LAX
2205,BDL,DFW
2237,BOS,FLL
2242,JAC,DFW
2256,OAK,DFW
2257,RDU,DFW
2287,EWR,MIA
2349,ORD,DFW
2411,DFW,LGB
2411,DFW,LGB
2453,DFW,LAX
2459,DFW,LAX
2461,DFW,LAX
4,FAI,SEA
9,MCO,SEA
19,MCO,SEA
61,SEA,JNU
64,ANC,JNU
64,JNU,PSG
64,JNU,PSG
65,KTN,WRG
65,WRG,PSG
65,WRG,PSG
65,WRG,PSG
100,ANC,PDX
143,ANC,FAI
144,BRW,FAI
145,FAI,BRW
145,FAI,BRW
152,OME,OTZ
193,SEA,ANC
195,BUR,SEA
374,SEA,ONT
388,SEA,OAK
397,ONT,SEA
475,LAX,SEA
586,PDX,SAN
884,SEA,SNA
311,IAD,LGB
231,SLC,LGB
489,BOS,LAX
231,SLC,LGB
323,IAD,SMF
310,LGB,IAD
1304,LGB,BOS
1482,LGB,IAD
489,BOS,LGB
215,JFK,LGB
219,JFK,LGB
185,JFK,SAN
319,FLL,IAD
307,LGB,IAD
92,SLC,JFK
370,FLL,LGA
1243,ONT,FLL
205,JFK,LGB
198,LAS,JFK
241,OAK,LGB
231,SLC,LGB
231,SLC,LGB
5,BUF,JFK
84,FLL,JFK
222,LGB,JFK
102,OAK,JFK
27,JFK,RSW
795,IAH,LAX
493,MCO,EWR
1420,IAH,ATL
749,FLL,IAH
73,IAH,HNL
186,SNA,EWR
268,EWR,LAS
1276,IAH,PHL
787,EWR,SNA
1531,CLE,SFO
1495,IAH,LAX
1426,EWR,SAN
350,MHT,EWR
697,IAH,LAS
645,EWR,RDU
177,PHL,IAH
17,EWR,LAX
839,BOS,EWR
397,IAH,LAS
118,IAD,EWR
67,CLE,LAX
102,BNA,EWR
349,SFO,EWR
1117,IAH,SNA
1053,EWR,CMH
1206,PDX,IAH
369,LAS,EWR
1233,LGA,IAH
1005,PVD,EWR
681,CLE,LAS
1210,SNA,IAH
1152,ATL,EWR
1163,EWR,ATL
575,BNA,EWR
2,HNL,IAH
608,PDX,IAH
259,IAH,SNA
1527,IAD,DAY
1588,IAD,IND
6099,LAN,CVG
6200,SCE,CVG
6226,CHA,CVG
1265,IAD,PWM
1624,IAD,CHS
6111,CVG,ROA
1793,IAD,ALB
1254,SAV,IAD
1626,IAD,PVD
1167,ORD,IAD
1258,SAV,IAD
1270,PWM,IAD
1539,DAY,IAD
1580,SDF,IAD
1805,BNA,IAD
1836,CLE,IAD
1878,MHT,IAD
1566,IAD,ALB
1291,IAD,BUF
1503,IAD,TYS
1550,IAD,SYR
1626,IAD,PVD
1205,ATL,IAD
1200,IAD,ATL
1747,IAD,HPN
1248,IAD,SAV
6104,TOL,CVG
6143,AZO,CVG
6200,SCE,CVG
447,LAS,JFK
909,DFW,BOS
305,RDU,CVG
565,BOS,SLC
607,ATL,LIT
219,SFO,HNL
884,DEN,ATL
1583,ATL,SMF
851,CVG,MCO
1576,PDX,ATL
212,SAN,ATL
1232,ATL,RIC
1905,BOS,LGA
1907,BOS,LGA
1030,ATL,JAX
979,ATL,CMH
1548,IAH,ATL
1868,BOS,ATL
686,PWM,CVG
993,BOS,ATL
49,CVG,LAX
189,JFK,LAX
215,ATL,SAN
217,CVG,LAS
289,ATL,LAS
341,ATL,LAX
355,ATL,LAX
369,JFK,LAX
381,DFW,SAN
607,DCA,ORD
609,ORD,SAN
657,ORD,SNA
657,ORD,SNA
667,ORD,SAN
741,ORD,SJC
764,DFW,ORD
772,ORD,CVG
783,ORD,SMF
783,SJU,ORD
790,ORD,IAD
816,DEN,SAT
878,ORD,LGA
884,ORD,PHL
963,ORD,MSP
976,LAX,SFO
1159,DEN,GEG
1159,DEN,GEG
1196,ORD,CLT
1207,DEN,IAD
1216,DEN,BOS
1260,DEN,IAD
1293,DEN,GEG
1426,ONT,DEN
1444,SFO,PHX
1449,DEN,PHX
1545,FLL,ORD
1568,MCO,IAD
1597,ORD,LAS
2,FLL,PHL
21,PHL,LAX
21,PHL,LAX
37,CLT,SFO
76,BDL,PHL
85,SFO,PIT
120,DEN,CLT
138,LAX,CLT
147,BUF,PHL
167,PHL,PHX
182,RIC,PHL
215,MHT,CLT
230,CLT,PHL
302,CMH,PHL
302,CMH,PHL
311,BOS,PHL
447,CLT,PNS
477,BDL,PHL
487,PIT,FLL
533,MHT,PHL
563,ROC,PHL
574,PBI,PHL
815,PHL,PBI
875,BUF,CLT
903,BNA,CLT
920,CLT,EWR
947,CLT,FLL
955,PVD,PHL
1050,CLT,CHS
1052,ORD,CLT
1060,ORD,PHL
1074,IND,DCA
1129,CLT,IAH
1131,PHL,CLT
1131,PHL,CLT
1136,ILM,CLT
1180,ORD,PHL
1224,MIA,PHL
1244,CLT,JAX
1250,MSY,PHL
1276,RSW,PHL
1460,PVD,PHL
1494,PHL,FLL
1611,PHL,IAH
1624,PWM,PHL
1691,MCI,DCA
1725,MCI,DCA
2164,DCA,LGA
2167,LGA,DCA
967,PHX,SMF
1591,CMH,LAS
1174,HOU,LAS
2873,MCO,RDU
1387,AUS,DAL
383,BWI,MHT
1570,BWI,STL
1279,DTW,STL
2731,ELP,HOU
170,HRL,SAT
1406,LAS,HOU
2532,MSY,DAL
2033,MSY,HOU
63,PBI,TPA
2010,SMF,BUR
2865,ALB,LAS
789,BOI,SEA
689,LAS,MDW
899,LAS,MDW
1593,SEA,SJC
1678,SLC,SEA
25,DAL,HOU
2596,HOU,TUL
30,HRL,HOU
574,MCI,SLC
349,OAK,HOU
756,PHX,SNA
302,SMF,SNA
79,OAK,SAN
1298,BUR,SMF
1618,STL,LAX
1890,AUS,HOU
1385,BNA,ISP
1314,DAL,ABQ
450,FLL,ISP
66,HRL,HOU
785,LBB,ABQ
2134,MCI,ABQ
2426,MCO,ABQ
339,MDW,ISP
257,PBI,ISP
171,PHX,ABQ
806,PHX,ABQ
2695,TPA,ABQ
1304,TPA,ISP
642,TUS,ABQ
438,MDW,ISP
2203,BOI,GEG
2443,BOI,GEG
1701,OAK,GEG
1618,STL,LAX
634,MDW,SDF
1746,PHX,SDF
2996,BUR,LAS
232,FLL,BWI
1335,MHT,PHL
2116,PBI,PHL
426,RDU,PHL
1973,BNA,LAS
42,CRP,HOU
44,HOU,DAL
2248,ISP,FLL
2703,LAS,ORF
1954,LAS,SAN
2628,MDW,FLL
2509,MDW,SAN
2315,TPA,FLL
16,HOU,DAL
20,HOU,DAL
2031,HOU,OKC
10,MSY,HOU
2196,PHX,ONT
1279,STL,PHX
410,ABQ,ELP
826,LAS,SAT
933,LAX,PHL
1132,LAX,SJC
53,OKC,DAL
2614,ONT,PHX
1284,MSY,PHL
548,CMH,LAS
606,LAS,SAT
2272,STL,LAS
48,CRP,HOU
658,DAL,AMA
45,DAL,HOU
1616,DTW,PHX
2118,ELP,DAL
916,ISP,FLL
226,LAS,SMF
297,SAT,ELP
31,DAL,HOU
1130,GEG,BOI
126,LAS,BUR
525,PHX,LAS
2233,AUS,LAS
384,FLL,MDW
336,GEG,OAK
1609,ABQ,PHX
29,DAL,HOU
2900,OAK,SNA
1740,PHX,AUS
1596,SMF,SNA
938,MSP,IAD
973,MSP,AUS
1000,MSP,GRR
1026,FSD,MSP
1047,MSP,BIL
1083,EWR,MSP
1085,EWR,MSP
1085,EWR,MSP
1113,RSW,DTW
1122,DTW,BUF
1149,MSP,IAH
1177,BDL,DTW
1200,LAS,DTW
1208,MSP,FAR
1249,CLT,DTW
1257,IAD,MSP
1263,IAD,MSP
1282,MSP,MDW
1286,MSP,MDW
1479,DTW,MSY
1484,MSP,IAH
1509,MSP,RNO
1587,JAX,DTW
1600,FNT,TPA
1665,DTW,TVC
1698,GRR,MCO
1708,DTW,GRB
1741,MBS,DTW
1747,DTW,BNA
1750,MCI,DTW
1751,DTW,MCI
1847,MSP,SAT
1858,MSP,MEM
1981,DTW,ORD
1986,DTW,RDU
5437,ICT,CVG
4987,MHT,CVG
5718,BTV,CVG
5761,SBN,CVG
5794,CID,CVG
5849,DSM,CVG
5639,STL,CVG
5106,SWF,CVG
5710,BGM,CVG
5472,BGR,CVG
5118,BHM,CVG
5778,JFK,CVG
5070,BUF,CVG
5528,ABE,CVG
5781,HPN,CVG
5601,SAV,CVG
5029,ACY,CVG
5681,GRR,CVG
5141,SYR,CVG
5575,MDT,CVG
5053,HVN,CVG
5029,ACY,CVG
5378,CHS,CVG
5443,FNT,CVG
5662,BTV,BOS
5810,ISP,CVG
4994,TRI,CVG
5590,GSP,CVG
5024,JFK,BOS
4953,ROA,CVG
5100,ATL,CVG
4971,ROC,CVG
5222,TYS,CVG
4988,PIT,CVG
5426,JFK,JAX
5419,RDU,BOS
5164,FSD,CVG
5199,CVG,DTW
4945,TYS,CVG
4933,GSO,BOS
5200,CVG,DTW
4940,ATL,ATW
5092,CVG,ACY
5224,CVG,CLT
5566,JFK,DCA
4954,CVG,ROA
5757,CVG,JAX
5032,CVG,ROA
5763,CVG,PWM
5552,LGA,PWM
5152,CVG,MLI
5497,ABE,ATL
5812,LGA,SAV
5612,CVG,SAV
5860,ATL,DSM
6010,CEC,SMF
6011,SMF,CEC
6181,SFO,CEC
3946,OMA,DEN
6011,SMF,CEC
6012,CEC,SMF
6014,SMF,CEC
6181,SFO,RDD
6305,GEG,PSC
6306,GEG,PDX
6010,CEC,SMF
6011,SMF,CEC
6012,CEC,SMF
6014,SMF,CEC
6181,SFO,RDD
6183,SFO,RDD
6212,SFO,CEC
6225,MRY,SJC
6300,MFR,PDX
6401,EUG,MRY
6010,CEC,SMF
6011,SMF,CEC
6338,PDX,GEG
3771,DFW,COS
6128,LAX,SFO
6222,SFO,LAX
6097,LAX,SFO
6128,LAX,FAT
6194,SFO,ACV
6222,SFO,SJC
6390,SFO,LAX
6978,ORD,OKC
6068,IPL,PSP
6083,IYK,ONT
6011,SMF,CEC
6853,ORD,DEN
3978,SLC,FMN
6097,LAX,SFO
6333,PSC,PDX
6150,LAX,BFL
3922,SLC,PSC
6972,MEM,STL
3712,SLC,BIL
3779,SLC,PSC
3995,SLC,PSC
6312,PDX,EUG
3931,SLC,SMF
6923,ORD,LEX
6937,ORD,LEX
6945,ORD,TYS
6975,ORD,BHM
3952,SLC,SMF
6979,ORD,CLT
3866,MSO,TWF
3920,SLC,PSC
6010,ACV,RDD
6670,DEN,FSD
6951,ORD,LEX
9532,TXK,IAH
9532,IAH,TXK
6630,DEN,MEM
3920,SLC,PSC
6093,MRY,SBA
6697,DEN,GTF
6979,ORD,GSO
3705,SGU,CDC
3715,SLC,TWF
3825,ABQ,OKC
3886,MCI,OKC
3931,SLC,SJC
6026,SGU,CDC
6054,LAX,MRY
6608,LAX,SFO
3793,SLC,SGF
3985,SLC,TWF
6245,SBA,MRY
6261,MFR,SMF
3909,SLC,HLN
6733,DEN,FCA
3771,DFW,COS
3931,SLC,SMF
6285,DEN,GJT
2644,IAH,MAF
2496,CLE,DFW
2335,SDF,EWR
2372,IAH,LFT
2117,IAH,SDF
2426,EWR,GRR
2020,EWR,MEM
2358,PIT,EWR
3291,EWR,TUL
2962,CLE,MEM
2773,IAH,JAN
2197,RDU,CLE
2105,CLE,SAT
2386,IAH,AVL
2333,COS,IAH
2437,SHV,IAH
3348,MCI,IAH
2372,IAH,LFT
2367,ORF,EWR
2686,CLE,IND
2278,BNA,IAH
2093,EWR,MHT
2702,OMA,IAH
2227,EWR,PWM
2891,IAH,GPT
2673,IAH,LFT
2189,STL,IAH
2322,CLE,GRR
2103,PHL,CLE
2882,BNA,EWR
3408,IAH,XNA
2857,LRD,IAH
2691,OMA,IAH
2564,EWR,SYR
2288,EWR,DAY
2674,AGS,EWR
2517,SAV,EWR
2780,BFL,IAH
3404,IAH,GRK
2929,IAH,PNS
3385,TUS,IAH
2051,MEM,EWR
1,ORD,HNL
43,DEN,HNL
43,DEN,HNL
64,HNL,SFO
94,LAX,PHL
100,LAX,ORD
105,ORD,LAX
116,LAX,ORD
152,SFO,ORD
153,ORD,SFO
177,IAD,LAX
198,SAN,IAD
206,LAX,IAD
211,IAD,SAN
222,OAK,IAD
223,IAD,SFO
244,ORD,BUF
277,MCO,LAX
284,LAX,BWI
299,BWI,LAX
303,SFO,SAN
316,LAX,BWI
338,DEN,DFW
360,ORD,IAD
403,DEN,SNA
410,DEN,CLT
423,DEN,SFO
447,DEN,ABQ
468,ORD,ATL
307,ATL,TUS
574,RSW,CVG
256,HNL,CVG
376,OAK,ATL
871,ATL,LGA
196,LAX,ATL
514,DFW,FLL
1293,CVG,FLL
1428,ATL,DAB
2078,BOS,FLL
1902,JAX,CVG
316,HNL,ATL
414,ATL,FLL
604,DFW,SAN
473,SAN,JFK
1107,CVG,PHX
2054,LAS,BOS
1229,ATL,DFW
1242,SAN,DFW
546,CVG,IAH
1218,ATL,PHL
1250,SRQ,CVG
1705,ATL,PHL
620,ATL,SAT
744,LAX,ATL
1462,SLC,DFW
1070,ATL,SYR
1715,ATL,MOB
514,DFW,FLL
1064,ATL,HOU
1203,MIA,ATL
689,RDU,ATL
798,PBI,ATL
225,SLC,HNL
1015,ATL,SAT
1661,CVG,SAN
4120,DFW,TUL
4129,ATL,GNV
4141,BNA,DFW
4146,ATL,AGS
4153,ATL,GNV
4213,GSO,DFW
4216,DFW,GSO
4231,DFW,TLH
4244,ATL,ILM
4305,DFW,MOB
4307,LIT,DFW
4330,MSY,DFW
4342,RDU,DFW
4385,GTR,DFW
4400,DFW,HSV
4412,ONT,DFW
4426,DFW,GTR
4448,DFW,MEM
4459,ATL,BQK
4466,ATL,ROA
4467,GNV,ATL
4483,ATL,CAK
4491,DFW,MSY
4495,HSV,DFW
4501,MSY,DFW
4543,SLC,SNA
4577,DFW,PHX
4616,IAD,ATL
4632,ATL,ROA
4647,ATL,GTR
4650,MLU,DFW
4654,TYS,DFW
4690,JAX,DFW
4704,ATL,PIT
4707,XNA,DFW
927,CAK,TPA
933,ATL,JAX
443,ATL,DFW
101,ATL,DFW
1789,RDU,ATL
103,ATL,DFW
366,ATL,LGA
576,ATL,EWR
980,ATL,PIT
110,ATL,BMI
340,ATL,PHL
775,BOS,PHL
1775,ATL,FLL
1912,GPT,FLL
76,ATL,BUF
356,ATL,LGA
103,ATL,DFW
632,ATL,MKE
173,ATL,RSW
144,ATL,BMI
181,DCA,RSW
156,MSY,ATL
184,ATL,DCA
330,ATL,PHL
308,SFO,BOS
592,PHX,MCI
51,LAS,JFK
216,LAS,EWR
587,PHX,GEG
252,PHX,PHL
881,PHX,FLL
474,ABQ,PHX
638,BOS,PHX
504,EWR,PHX
421,LAS,PHX
536,LAS,PHX
257,MIA,PHX
395,LAS,DFW
544,PHX,DFW
587,PHX,GEG
64,LAS,BOS
250,PHX,PHL
621,DCA,PHX
395,LAS,DFW
763,PHX,SMF
137,LAS,SNA
3009,LAX,SBP
3011,LAX,FAT
3011,LAX,FAT
3022,FAT,LAX
3025,LAX,MRY
3032,MRY,LAX
3072,SBP,LAX
3144,SJC,SAN
3157,SJC,SNA
3256,GGG,DFW
3280,CLL,DFW
3305,DFW,ACT
3464,LRD,DFW
3478,AMA,DFW
3482,MAF,DFW
3484,PIA,DFW
3484,PIA,DFW
3496,CLE,DFW
3496,CLE,DFW
3502,HSV,DFW
3506,LIT,DFW
3518,XNA,DFW
3520,LBB,DFW
3553,DFW,LBB
3564,GSO,DFW
3577,MEM,DFW
3579,DFW,CID
3598,CMH,DFW
3625,DFW,GSO
3637,DFW,XNA
3646,SGF,DFW
3664,CMH,DFW
3680,FSM,DFW
3720,CVG,DFW
3720,CVG,DFW
3731,DFW,ICT
3742,JAN,DFW
3771,DFW,CVG
3787,DFW,TUL
3794,FWA,DFW
3806,CLT,DFW
3819,DFW,TUL
4002,ORD,CLT
4004,ORD,ROC
4035,ORD,PWM
4112,IAD,ORD
4125,ORD,DSM
4140,SWF,ORD
4143,ORD,MEM
4187,ORD,RIC
4376,CVG,ORD
4378,MQT,MSN
4390,RST,ORD
4402,MQT,GRB
4414,ORD,HPN
4459,DCA,BOS
4497,STL,BOS
4498,BOS,STL
4612,BWI,BOS
4631,AUS,RDU
4679,RDU,BDL
4709,STL,RDU
4834,LGA,XNA
4856,MDW,LGA
4869,LGA,DTW
4884,DTW,LGA
99,MSP,HNL
117,MSP,SNA
161,MSP,SEA
217,BWI,DTW
281,DTW,MEM
347,DTW,SFO
368,SFO,MSP
409,MSP,DFW
441,MEM,MSP
457,MEM,MSP
594,MSP,BOS
597,MSP,PDX
609,MSP,GEG
609,MSP,GEG
609,MSP,GEG
610,GEG,MSP
611,MSP,GEG
611,MSP,GEG
634,MEM,LGA
681,MSP,MOT
709,MSP,GTF
735,JFK,MSP
735,JFK,MSP
735,JFK,MSP
746,DTW,SYR
753,MDT,DTW
74,LAX,IAD
149,IAD,LAX
194,SFO,BOS
223,BOS,LAX
226,SAN,BOS
263,BOS,LAX
294,LGB,JFK
296,HNL,ORD
312,SJU,FLL
345,ORD,PDX
362,ORD,LGA
373,DFW,SNA
434,PHX,DFW
462,ELP,DFW
465,DFW,SAN
465,DFW,SAN
520,DFW,CLT
550,SNA,DFW
558,DFW,EWR
559,ORD,IAH
562,DFW,PHL
586,SJU,BOS
616,PSP,DFW
616,PSP,DFW
621,BNA,DFW
640,PBI,LGA
655,JFK,STT
661,DFW,PDX
683,STL,SAN
685,ORD,SAN
736,DFW,LGA
759,LGA,DFW
766,DFW,LGA
805,MIA,DFW
815,BDL,SJU
823,MIA,LAX
868,LGB,DFW
1014,DFW,SAT
1038,LAX,LAS
1067,MCO,DFW
1097,STL,SEA
1118,DFW,MSP
1136,MIA,STL
1176,SEA,DFW
1206,SEA,DFW
1208,LAS,ORD
1231,ORD,TUL
1240,DFW,DCA
1241,MCI,DFW
1293,LGA,MSY
1308,DFW,ORF
1361,IAD,DFW
1363,LGA,MIA
1365,MSY,ORD
1376,ORD,HPN
1381,ORD,SNA
1381,ORD,SNA
1392,ORD,EWR
1396,SNA,STL
1396,SNA,STL
1424,SEA,DFW
1436,HOU,LGA
1449,BOS,DFW
1475,ORD,SNA
1493,PVD,ORD
1498,SEA,ORD
1516,DFW,PIT
1541,PHL,DFW
1556,SNA,DFW
1556,SNA,DFW
1568,DEN,DFW
1579,RIC,DFW
1589,DFW,SAN
1642,SNA,ORD
1662,SFO,DFW
1675,DFW,SAN
1685,LGA,HOU
1705,BWI,DFW
1720,DFW,IAD
1727,BOS,DFW
1778,SEA,DFW
1795,RSW,STL
1810,SJC,AUS
1814,MSY,LGA
1859,ORD,PHX
1945,MIA,DFW
1949,STL,DFW
1969,ORD,ATL
1977,MSY,DFW
1980,SLC,DFW
2021,DFW,LGB
2038,DFW,FLL
2038,SNA,DFW
2039,LGA,FLL
2326,PSP,ORD
2411,DFW,LGB
2466,LAX,DFW
3,SEA,FAI
60,JNU,KTN
61,JNU,YAK
61,SEA,JNU
64,JNU,PSG
65,SEA,KTN
65,WRG,PSG
66,CDV,YAK
67,SEA,KTN
69,KTN,JNU
69,KTN,JNU
69,SEA,KTN
122,ANC,AKN
145,FAI,BRW
145,FAI,BRW
230,PDX,SAN
230,PDX,SAN
279,LAX,GEG
289,LAX,SEA
353,SNA,OAK
356,OAK,SNA
415,BUR,PDX
455,LAX,SEA
464,PDX,SNA
507,DEN,PDX
550,SEA,SAN
556,SEA,SAN
569,SAN,PDX
751,PHX,PDX
244,FLL,LGB
85,JFK,OAK
231,SLC,LGB
403,JFK,SJU
244,FLL,LGB
311,IAD,LGB
205,JFK,LGB
241,OAK,LGB
231,SLC,LGB
481,BOS,LGB
489,BOS,LGB
171,JFK,SMF
404,SJU,JFK
475,BOS,OAK
81,JFK,FLL
481,BOS,LGB
181,JFK,SAN
477,BOS,OAK
95,JFK,OAK
475,BOS,OAK
2,JFK,BUF
1676,MFE,IAH
1011,EWR,IAH
1626,EWR,SAN
456,LAS,CLE
36,MCO,EWR
1416,IAH,MSP
176,IAH,PHL
1016,RSW,CLE
1626,EWR,SAN
847,EWR,SAN
148,EWR,SFO
661,RDU,IAH
652,CMH,EWR
1276,SFO,IAH
1138,DFW,EWR
212,EWR,CLE
1259,IAH,SNA
616,IAH,MSP
250,IAH,RDU
426,SAN,IAH
1260,IAD,PWM
1265,IAD,PWM
1412,CAE,IAD
1503,IAD,TYS
1782,IAD,GSO
1619,IAD,CHS
6228,PIT,CVG
1503,IAD,TYS
1737,IAD,BDL
1864,IAD,MHT
1865,IAD,MHT
6094,MKE,CVG
1864,IAD,MHT
1815,IAD,DTW
1265,IAD,PWM
6127,CVG,ATW
6087,CVG,CRW
1205,ATL,IAD
1448,CLT,IAD
1861,GSP,IAD
1628,IAD,PVD
6067,LAN,CVG
6098,TOL,CVG
6139,CHO,CVG
6148,CVG,CRW
6133,CVG,XNA
1400,IAD,BTV
1855,IAD,GSP
6127,CVG,ATW
1400,IAD,BTV
1503,IAD,TYS
6162,CHO,CVG
1400,IAD,BTV
6113,CVG,SCE
6204,TOL,CVG
1621,IAD,CHS
1815,IAD,DTW
1527,IAD,DAY
6065,CAE,CVG
6079,CHO,CVG
6083,GRB,CVG
6088,CRW,CVG
6092,TOL,CVG
6099,LAN,CVG
6112,CVG,GRB
6129,ATW,CVG
6143,AZO,CVG
6200,SCE,CVG
6221,CMI,CVG
6226,CHA,CVG
